ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice,10th choice,11th choice,12th choice
000702-00-0338, C01,C08,C11,C03,,,,,,,,
000702-00-0339, C01,C06,C07,C04,,,,,,,,
000702-00-0355, C01,C11,C06,,,,,,,,,
000702-00-0366, C01,C11,C07,C04,C06,,,,,,,
000702-00-0369, C01,C06,C07,C03,C11,C02,C04,C08,C12,C05,C10,C09
000702-00-0405, C01,C04,C11,C06,C02,C08,C05,C12,C07,,,
000702-00-0407, C01,C04,C11,C06,C02,C08,C05,C12,C07,,,
000702-00-0414, C01,C04,C07,C02,C11,C06,,,,,,
000702-00-0422, C01,C07,C04,C03,C06,C08,,,,,,
000702-00-0424, C01,C07,C04,C03,,,,,,,,
000702-00-0441, C01,,,,,,,,,,,
000702-00-0107, C01,C04,C06,,,,,,,,,
000702-00-0108, C01,C02,C11,C04,,,,,,,,
000702-00-0110, C01,C07,C04,,,,,,,,,
000702-00-0115, C01,C11,C07,,,,,,,,,
000702-00-0116, C01,C04,C03,C09,,,,,,,,
000702-00-0124, C01,C08,C11,C04,C06,C07,C05,C03,C02,C12,C10,C09
000702-00-0127, C01,C07,C04,C10,C08,C05,,,,,,
000702-00-0128, C01,C08,C02,C12,C10,C09,,,,,,
000702-00-0134, C01,C11,C06,,,,,,,,,
000702-00-0139, C01,C11,C09,C07,C04,,,,,,,
000702-00-0144, C01,C06,C11,C07,C03,C04,C05,,,,,
000702-00-0155, C01,C07,C04,C10,C08,C05,,,,,,
000702-00-0162, C01,C12,C10,,,,,,,,,
000901-00-0002, C01,C12,C05,C06,C07,,,,,,,
000901-00-0022, C01,C04,C05,C07,C11,C10,C09,C08,C06,C03,C02,C12
000901-00-0025, C01,C03,C04,,,,,,,,,
000901-00-0115, C01,C11,C02,C04,,,,,,,,
000901-00-0117, C01,C11,C07,C12,C08,,,,,,,
000901-00-0140, C01,C07,C11,,,,,,,,,
000901-00-0148, C01,,,,,,,,,,,
000901-00-0168, C01,C11,C07,C02,,,,,,,,
000901-00-0197, C01,C05,C04,,,,,,,,,
000901-00-0236, C01,C02,C06,C05,C08,C11,,,,,,
000901-00-0327, C01,C08,C06,C03,C12,C04,C11,C09,C02,,,
000901-00-0411, C01,C02,C07,C10,C11,,,,,,,
000901-00-0424, C01,,,,,,,,,,,
000901-00-0478, C01,C06,C11,C05,C02,,,,,,,
000901-00-0585, C01,C11,C07,C02,,,,,,,,
000901-00-0592, C01,C04,C12,,,,,,,,,
000901-00-0620, C01,C06,C08,,,,,,,,,
000901-00-0633, C01,C04,C05,,,,,,,,,
000901-00-0640, C01,C02,C11,C04,,,,,,,,
000901-00-0650, C01,C04,C08,C05,C06,C10,,,,,,
000901-00-0654, C01,C04,C03,C12,C11,C08,,,,,,
000901-00-0685, C01,C11,C04,,,,,,,,,
000901-00-0694, C01,C02,C11,,,,,,,,,
000901-00-0698, C01,C08,C12,C10,C02,,,,,,,
000901-00-0725, C01,C02,C03,C04,C05,C07,C11,,,,,
000901-00-0737, C01,C02,C04,C03,C08,,,,,,,
000901-00-0755, C01,C06,C08,,,,,,,,,
000901-00-0809, C01,,,,,,,,,,,
000901-00-0860, C01,C11,C07,C05,C04,,,,,,,
000901-00-0872, C01,C07,C12,C08,,,,,,,,
000901-00-0941, C01,C11,C04,C02,,,,,,,,
000901-00-0946, C01,C05,C11,,,,,,,,,
000901-00-0975, C01,C07,C11,C04,C02,C12,C08,C06,,,,
000901-00-0979, C01,C08,C09,C10,C11,,,,,,,
000901-00-0984, C01,C03,C06,,,,,,,,,
000901-00-1059, C01,C07,C11,C02,,,,,,,,
000901-00-1091, C01,C02,,,,,,,,,,
000901-00-1097, C01,C05,C11,C02,C03,C07,,,,,,
000901-00-1146, C01,C02,C12,C05,C11,C07,C04,C09,C10,,,
000901-00-1148, C01,C07,C03,C02,,,,,,,,
000901-00-1191, C01,C11,C07,,,,,,,,,
000901-00-1193, C01,C11,C07,C03,C12,C02,C08,,,,,
000901-00-1218, C01,C07,,,,,,,,,,
000901-00-1237, C01,C04,C05,C07,C11,,,,,,,
000901-00-1241, C01,,,,,,,,,,,
000901-00-1245, C01,,,,,,,,,,,
000901-00-1249, C01,C11,C07,C02,C03,C12,,,,,,
000901-00-1273, C01,C03,C04,C09,,,,,,,,
000901-00-1316, C01,C02,C03,C10,,,,,,,,
000901-00-1323, C01,C04,,,,,,,,,,
000901-00-1326, C01,C06,C11,,,,,,,,,
000901-00-1332, C01,C04,C07,C02,C11,C08,C03,C05,,,,
000901-00-1378, C01,C08,C07,C02,,,,,,,,
000901-00-1388, C01,C11,C06,C05,,,,,,,,
000901-00-1421, C01,C04,C06,C03,C07,C09,C11,,,,,
000901-00-1447, C01,C07,C11,C04,C06,C08,C05,,,,,
000901-00-1463, C01,C07,C11,C04,C05,C08,C06,C12,,,,
000901-00-1468, C01,C11,C07,C02,C04,C10,,,,,,
000901-00-1502, C01,,,,,,,,,,,
000901-00-0009, C01,C09,C08,C06,,,,,,,,
000901-00-0025, C01,C04,,,,,,,,,,
000901-00-0046, C01,,,,,,,,,,,
000901-00-0050, C01,C04,C11,,,,,,,,,
000901-00-0086, C01,C02,C04,C08,C11,C03,,,,,,
000901-00-0115, C01,C04,C05,C08,C11,C02,C06,,,,,
000901-00-0122, C01,C08,C04,C12,C03,C11,,,,,,
000901-00-0191, C01,C03,C07,C02,,,,,,,,
000901-00-0247, C01,C08,C11,C04,,,,,,,,
000901-00-0258, C01,C02,C05,C11,,,,,,,,
000901-00-0262, C01,C08,C03,C07,C09,,,,,,,
000901-00-0287, C01,C08,C11,C02,C12,C03,C04,,,,,
000901-00-0311, C01,C11,C04,C07,,,,,,,,
000901-00-0361, C01,C10,C11,C02,C03,,,,,,,
000901-00-0379, C01,C08,C05,C11,C03,,,,,,,
000901-00-0391, C01,,,,,,,,,,,
000901-00-0435, C01,C03,C08,C07,C04,,,,,,,
000901-00-0448, C01,,,,,,,,,,,
000901-00-0470, C01,C04,C11,,,,,,,,,
000901-00-0473, C01,C09,C02,C12,C08,C06,C03,C04,C11,C10,C05,C07
000901-00-0511, C01,C02,C06,C03,C04,,,,,,,
000901-00-0514, C01,C11,C10,C12,C08,,,,,,,
000901-00-0108, C01,,,,,,,,,,,
000901-00-0128, C01,C07,C05,C02,C11,,,,,,,
000901-00-0193, C01,C12,C06,C02,C08,,,,,,,
000901-00-0216, C01,C04,C07,,,,,,,,,
000501-00-0020, C01,C03,C07,C11,,,,,,,,
000501-00-0034, C01,C04,C05,C11,C08,C07,,,,,,
000501-00-0041, C01,C12,C11,C07,C02,,,,,,,
000501-00-0056, C01,C04,C11,,,,,,,,,
000501-00-0061, C01,C07,C05,,,,,,,,,
000501-00-0063, C01,,,,,,,,,,,
000501-00-0077, C01,C07,C11,,,,,,,,,
000501-00-0085, C01,C07,C05,,,,,,,,,
000501-00-0088, C01,,,,,,,,,,,
000501-00-0115, C01,C04,C08,C02,C07,C05,C12,,,,,
000501-00-0119, C01,,,,,,,,,,,
000501-00-0126, C01,,,,,,,,,,,
000501-00-0128, C01,C07,,,,,,,,,,
000501-00-0138, C01,C08,C04,C06,C02,,,,,,,
000501-00-0149, C01,C07,C02,,,,,,,,,
000501-00-0155, C01,C09,C02,C03,C06,C04,,,,,,
000501-00-0159, C01,C04,C10,C08,,,,,,,,
000501-00-0161, C01,C09,C02,C03,C06,C04,C12,C07,C11,C10,C05,C08
000501-00-0183, C01,C06,C04,,,,,,,,,
000501-00-0192, C01,C09,C04,C05,C07,C02,C03,C11,C08,C06,C12,C10
000501-00-0290, C01,,,,,,,,,,,
000501-00-0311, C01,C08,,,,,,,,,,
000501-00-0331, C01,C11,C04,,,,,,,,,
000501-00-0333, C01,,,,,,,,,,,
000501-00-0338, C01,,,,,,,,,,,
000501-00-0350, C01,C07,C11,,,,,,,,,
000501-00-0362, C01,C04,C05,,,,,,,,,
000501-00-0372, C01,,,,,,,,,,,
000501-00-0406, C01,,,,,,,,,,,
000501-00-0417, C01,,,,,,,,,,,
000501-00-0418, C01,,,,,,,,,,,
000501-00-0423, C01,C05,C04,C09,,,,,,,,
000501-00-0425, C01,C11,C03,C05,C04,C08,C07,C09,C02,C12,C06,C10
000501-00-0436, C01,,,,,,,,,,,
000501-00-0442, C01,,,,,,,,,,,
000501-00-0449, C01,C04,C08,C02,C07,C05,,,,,,
000501-00-0452, C01,C04,C09,C07,C03,C08,,,,,,
000501-00-0454, C01,C11,C10,C08,C07,C12,C04,C06,C03,C02,,
000501-00-0455, C01,C05,C10,,,,,,,,,
000501-00-0471, C01,C06,C03,,,,,,,,,
000501-00-0488, C01,C08,,,,,,,,,,
000501-00-0500, C01,C07,C06,,,,,,,,,
000501-00-0524, C01,C06,C11,C09,C07,C08,C05,C03,C12,C02,C10,C04
000501-00-0533, C01,C11,C07,C04,C02,C06,C08,C09,C10,C12,,
000501-00-0541, C01,C06,C04,C05,C11,,,,,,,
000501-00-0548, C01,,,,,,,,,,,
000501-00-0553, C01,C06,C08,C04,C11,C07,C02,,,,,
000501-00-0565, C01,C05,C09,,,,,,,,,
000501-00-0573, C01,,,,,,,,,,,
000501-00-0580, C01,,,,,,,,,,,
000501-00-0594, C01,C03,C04,C05,C07,C08,C11,C10,C09,C12,,
000501-00-0601, C01,C04,C05,C06,C10,C08,C12,,,,,
000501-00-0627, C01,C02,C06,C10,C04,C07,,,,,,
000501-00-0632, C01,C02,C04,C11,C10,C07,,,,,,
000501-00-0635, C01,C07,C03,,,,,,,,,
000501-00-0670, C01,C11,C07,C04,C05,,,,,,,
000501-00-0694, C01,,,,,,,,,,,
000501-00-0708, C01,C11,C04,C06,C07,C12,,,,,,
000501-00-0779, C01,,,,,,,,,,,
000501-00-0785, C01,C05,C04,C08,,,,,,,,
000501-00-0826, C01,C04,C05,C09,C10,C08,,,,,,
000501-00-0832, C01,C06,C03,C08,C04,C07,,,,,,
000501-00-0835, C01,C06,C03,C08,C04,C07,C05,,,,,
000501-00-0838, C01,C11,C04,C07,,,,,,,,
000501-00-0869, C01,C05,C04,C10,C11,C07,C08,C06,C09,C03,C02,C12
000501-00-0879, C01,C06,C05,C04,C07,C11,C03,C12,C02,C10,C08,C09
000501-00-0891, C01,C07,C11,,,,,,,,,
000501-00-0899, C01,C07,C03,C12,C04,,,,,,,
000501-00-0903, C01,C07,C04,C12,C02,C03,,,,,,
000501-00-0906, C01,C12,C11,,,,,,,,,
000501-00-0914, C01,C04,C05,C07,C11,C12,C10,C09,C08,C06,C03,C02
000501-00-0919, C01,C07,C11,C06,,,,,,,,
000501-00-0932, C01,C06,,,,,,,,,,
000501-00-0984, C01,C05,C08,,,,,,,,,
000501-00-0990, C01,C11,C06,C07,C09,,,,,,,
000501-00-0998, C01,C04,C02,C10,,,,,,,,
000501-00-1020, C01,C05,C11,C07,C02,C04,C08,,,,,
000501-00-1023, C01,C08,C07,,,,,,,,,
000501-00-1056, C01,C02,C08,C04,,,,,,,,
000501-00-1062, C01,C08,C02,C04,,,,,,,,
000501-00-1075, C01,C12,C02,C04,C06,C08,,,,,,
000501-00-1086, C01,C08,,,,,,,,,,
000501-00-1093, C01,,,,,,,,,,,
000501-00-1101, C01,,,,,,,,,,,
000501-00-1115, C01,C07,C04,C10,C02,C08,,,,,,
000501-00-1146, C01,C08,C04,C05,C03,C12,,,,,,
000501-00-1148, C01,C08,C04,C05,C03,C12,,,,,,
000501-00-1152, C01,C06,C04,,,,,,,,,
000501-00-1154, C01,C04,C06,C08,,,,,,,,
000501-00-1156, C01,C04,C06,C08,,,,,,,,
000501-00-1161, C01,C06,C11,C03,,,,,,,,
000501-00-1193, C01,C02,C11,C07,C04,C10,C06,C08,C05,C03,C09,C12
000501-00-1199, C01,C06,C04,C11,,,,,,,,
000501-00-1204, C01,C06,,,,,,,,,,
000501-00-1206, C01,C04,C05,C07,C11,,,,,,,
000501-00-1212, C01,C04,C11,C09,C06,C07,C02,,,,,
000501-00-1231, C01,,,,,,,,,,,
000501-00-1246, C01,C04,C11,C02,C10,C08,,,,,,
000501-00-1266, C01,C09,C11,C04,C03,,,,,,,
000501-00-1302, C01,C11,C03,,,,,,,,,
000501-00-1331, C01,C07,,,,,,,,,,
000501-00-1337, C01,,,,,,,,,,,
000501-00-1352, C01,C04,C10,C12,C06,C07,C11,C03,,,,
000501-00-1366, C01,,,,,,,,,,,
001002-00-0005, C01,,,,,,,,,,,
001002-00-0026, C01,C11,C08,C02,C04,C06,C09,C03,C12,C10,C05,C07
001002-00-0037, C01,C08,C06,,,,,,,,,
001002-00-0039, C01,C06,,,,,,,,,,
001002-00-0051, C01,C08,C11,C02,,,,,,,,
001002-00-0055, C01,C07,C04,C11,C06,C08,,,,,,
001002-00-0096, C01,C11,C04,C03,,,,,,,,
001002-00-0100, C01,C03,C04,C11,C07,C05,,,,,,
001002-00-0114, C01,C11,C02,C04,C07,C08,C06,,,,,
001002-00-0119, C01,C05,,,,,,,,,,
001002-00-0123, C01,C02,C11,C04,,,,,,,,
001002-00-0128, C01,C11,C04,C08,C07,C06,,,,,,
001002-00-0129, C01,C11,C04,C08,C07,C06,,,,,,
001002-00-0136, C01,C05,C07,C11,C12,C04,C06,C03,C08,C09,C02,C10
001002-00-0144, C01,C03,C08,C11,C12,C10,,,,,,
001002-00-0171, C01,C08,C02,,,,,,,,,
001002-00-0185, C01,C04,C06,C11,,,,,,,,
001002-00-0194, C01,C08,C04,C07,C05,C11,,,,,,
001002-00-0203, C01,C02,C03,C04,C09,C11,,,,,,
001002-00-0225, C01,C06,C02,C11,C03,C10,C12,C08,,,,
001002-00-0008, C01,,,,,,,,,,,
001002-00-0037, C01,C02,,,,,,,,,,
001002-00-0080, C01,C02,C04,C12,,,,,,,,
001002-00-0093, C01,C06,C12,C05,,,,,,,,
001002-00-0116, C01,C11,C04,C07,C05,,,,,,,
001002-00-0141, C01,C09,C11,C02,,,,,,,,
001002-00-0158, C01,C07,C04,,,,,,,,,
001002-00-0179, C01,C07,C06,C11,C04,C08,C02,,,,,
001002-00-0197, C01,C05,C11,,,,,,,,,
001002-00-0203, C01,C05,C11,C07,,,,,,,,
001002-00-0267, C01,C04,C09,C08,C06,C12,,,,,,
001002-00-0284, C01,C03,,,,,,,,,,
001002-00-0298, C01,C11,C05,C08,,,,,,,,
001002-00-0302, C01,C11,C02,C04,C07,,,,,,,
001002-00-0319, C01,C02,C11,C12,,,,,,,,
001002-00-0321, C01,C07,C11,C04,C02,C08,,,,,,
001002-00-0322, C01,C07,C11,C04,C02,C08,,,,,,
001002-00-0331, C01,C11,C04,C06,C07,C02,C10,C08,C09,C05,C12,
001002-00-0333, C01,C04,C05,C10,C08,C02,,,,,,
001002-00-0348, C01,C07,C11,,,,,,,,,
001002-00-0391, C01,C04,C07,,,,,,,,,
001002-00-0420, C01,C07,C04,,,,,,,,,
001002-00-0433, C01,C07,,,,,,,,,,
001002-00-0443, C01,C11,C02,,,,,,,,,
001002-00-0468, C01,C05,,,,,,,,,,
001002-00-0475, C01,C04,C02,C11,C08,C07,,,,,,
001002-00-0495, C01,C06,,,,,,,,,,
001002-00-0499, C01,C02,C04,C11,C05,C09,C07,,,,,
001002-00-0509, C01,C04,C02,C11,C08,C09,C03,,,,,
001002-00-0515, C01,C04,C11,C02,C08,C09,C03,C07,C10,C12,C05,C06
001002-00-0530, C01,C04,C05,C07,C11,C10,C02,C09,C08,C06,C12,C03
001002-00-0532, C01,C02,C11,,,,,,,,,
001002-00-0552, C01,C06,C11,C04,C08,C10,,,,,,
001002-00-0555, C01,C04,,,,,,,,,,
001002-00-0562, C01,C05,C02,,,,,,,,,
001002-00-0572, C01,C05,C11,C04,C02,C03,,,,,,
001002-00-0576, C01,C04,,,,,,,,,,
001002-00-0579, C01,,,,,,,,,,,
001002-00-0593, C01,C11,C04,C07,,,,,,,,
001002-00-0599, C01,C02,C07,,,,,,,,,
001002-00-0601, C01,C06,C02,,,,,,,,,
001002-00-0604, C01,C11,C02,C07,C06,,,,,,,
001002-00-0609, C01,C06,C11,,,,,,,,,
001002-00-0612, C01,C03,C11,,,,,,,,,
001002-00-0629, C01,C09,C04,C03,,,,,,,,
001002-00-0632, C01,C06,C08,C02,C07,C04,C11,C12,C09,,,
001002-00-0683, C01,C11,C08,,,,,,,,,
001002-00-0691, C01,C11,C04,C05,C07,C10,C12,C02,C08,C09,,
001002-00-0711, C01,C02,C11,,,,,,,,,
001002-00-0717, C01,C11,C06,C04,C07,,,,,,,
001002-00-0722, C01,C11,C04,,,,,,,,,
001002-00-0729, C01,C08,C03,C04,C12,C09,,,,,,
001002-00-0751, C01,C02,C11,C07,C03,C04,C05,,,,,
001002-00-0766, C01,C02,C04,C05,C07,C11,,,,,,
001002-00-0779, C01,C07,C02,C04,C08,C06,C11,,,,,
001002-00-0782, C01,C11,C04,C07,C05,,,,,,,
001002-00-0826, C01,C09,C04,,,,,,,,,
001002-00-0833, C01,C07,C04,C02,C11,,,,,,,
001002-00-0847, C01,C04,C02,C07,C11,C03,C09,,,,,
001002-00-0912, C01,C02,C07,C08,C11,C04,C03,C06,C12,C10,C05,C09
001002-00-0917, C01,C02,C07,C08,C11,C04,,,,,,
001002-00-0973, C01,C08,C07,C02,C04,C11,C03,C10,C06,C05,C12,C09
001002-00-0999, C01,C08,C05,,,,,,,,,
001002-00-1007, C01,,,,,,,,,,,
001002-00-1056, C01,C04,C11,C02,C08,C09,C03,C06,,,,
001002-00-1066, C01,C04,C11,C03,C02,,,,,,,
001002-00-1068, C01,C11,C04,C02,,,,,,,,
001002-00-1072, C01,,,,,,,,,,,
001002-00-1097, C01,C03,C11,C02,C04,C07,,,,,,
001002-00-1155, C01,C04,C11,C07,C05,,,,,,,
001002-00-1164, C01,C04,C07,C11,C06,C02,C09,,,,,
001002-00-1171, C01,C04,C07,C11,C06,C02,C09,,,,,
001002-00-1174, C01,C06,C10,C11,,,,,,,,
001002-00-1179, C01,C04,C05,C07,C06,C02,C03,C08,C09,C10,C11,C12
001002-00-1193, C01,C04,C09,,,,,,,,,
001002-00-1238, C01,C02,C07,C06,C05,C04,,,,,,
001002-00-1255, C01,C05,C11,C12,C04,C10,C08,,,,,
001002-00-1309, C01,C11,C02,C04,C05,C07,,,,,,
001002-00-1319, C01,C02,,,,,,,,,,
001002-00-1323, C01,C04,C08,C11,C02,C12,,,,,,
001002-00-1329, C01,C07,C04,C11,C05,,,,,,,
001002-00-1345, C01,C08,C07,C05,,,,,,,,
001002-00-1365, C01,C07,C06,C04,C08,C02,,,,,,
001002-00-1372, C01,C04,C11,C07,C05,,,,,,,
001002-00-1418, C01,,,,,,,,,,,
001002-00-1423, C01,,,,,,,,,,,
001002-00-1430, C01,C06,C02,C11,C03,C10,C12,C08,,,,
001002-00-1432, C01,C11,C07,C06,C02,,,,,,,
001002-00-1461, C01,C03,C04,,,,,,,,,
001002-00-0246, C01,C11,C08,C02,C04,C06,C09,C03,C12,C10,C05,
001002-00-0247, C01,C02,,,,,,,,,,
001002-00-0259, C01,C08,C05,,,,,,,,,
001002-00-0264, C01,C02,,,,,,,,,,
001002-00-0265, C01,C12,C11,,,,,,,,,
001002-00-0296, C01,C04,,,,,,,,,,
001002-00-0299, C01,,,,,,,,,,,
001002-00-0300, C01,C06,C11,C08,C04,C02,C07,C03,C09,C10,C12,C05
001002-00-0322, C01,,,,,,,,,,,
001002-00-0325, C01,C08,C07,C05,C04,C11,,,,,,
001002-00-0327, C01,C10,C04,C12,C08,,,,,,,
001002-00-0334, C01,,,,,,,,,,,
001002-00-0342, C01,C11,C12,C04,C05,C08,,,,,,
001002-00-0343, C01,C11,C07,C05,C04,C02,C03,C06,C08,C10,C09,C12
001002-00-0347, C01,C11,C07,C05,C04,,,,,,,
001002-00-0348, C01,C04,C05,C11,,,,,,,,
001002-00-0353, C01,C02,C04,C10,C05,C11,,,,,,
001002-00-0376, C01,C11,C07,C04,,,,,,,,
001002-00-0378, C01,C04,C05,C07,C11,,,,,,,
001002-00-0386, C01,,,,,,,,,,,
001002-00-0388, C01,C08,C02,C04,C12,,,,,,,
001002-00-0393, C01,C11,C08,C06,WI01,C10,,,,,,
001002-00-0394, C01,C04,C11,,,,,,,,,
000602-00-0020, C01,C07,C04,C11,,,,,,,,
000602-00-0042, C01,C03,C04,C05,C07,,,,,,,
000602-00-0044, C01,,,,,,,,,,,
000602-00-0062, C01,C08,C06,C04,C07,,,,,,,
000602-00-0072, C01,C04,C05,C07,C11,,,,,,,
000602-00-0080, C01,C04,C05,,,,,,,,,
000602-00-0083, C01,C06,C07,,,,,,,,,
000602-00-0097, C01,C04,C07,C11,C06,C12,,,,,,
000602-00-0127, C01,,,,,,,,,,,
000602-00-0145, C01,C07,C11,C04,C05,,,,,,,
000602-00-0150, C01,C07,C06,C09,,,,,,,,
000602-00-0152, C01,C10,C04,C02,,,,,,,,
000602-00-0154, C01,C11,C07,C05,C04,,,,,,,
000602-00-0160, C01,C04,C03,C11,C02,C08,,,,,,
000602-00-0208, C01,C04,C05,C07,C11,,,,,,,
000602-00-0212, C01,C04,C07,C11,C12,C02,,,,,,
000602-00-0230, C01,C11,C07,,,,,,,,,
000602-00-0239, C01,C04,C11,,,,,,,,,
000602-00-0247, C01,C02,C03,C09,C12,C07,C05,C04,C06,C11,C08,C10
000602-00-0250, C01,C02,C03,C09,C12,C07,C05,C04,C06,C11,C08,C10
000602-00-0256, C01,C11,C07,,,,,,,,,
000602-00-0277, C01,C04,C07,C11,C02,,,,,,,
000602-00-0286, C01,C10,C11,C06,C05,C04,,,,,,
000602-00-0293, C01,C11,C04,C07,C02,,,,,,,
000602-00-0306, C01,C11,C04,C05,C07,C08,C06,C02,C12,C10,C09,C03
000602-00-0310, C01,C02,C04,C12,C07,C06,C11,C10,C09,C08,C05,C03
000602-00-0324, C01,C05,C02,,,,,,,,,
000602-00-0340, C01,C05,C04,C07,C11,,,,,,,
000602-00-0342, C01,C05,C04,C07,C11,,,,,,,
000602-00-0361, C01,C04,C02,C06,C10,C08,C11,C07,C12,C03,C09,C05
000602-00-0364, C01,C04,C05,C07,C11,C02,C06,C08,C09,C10,C12,C03
000602-00-0376, C01,C11,,,,,,,,,,
000602-00-0416, C01,C11,C07,C05,C04,C02,C12,C09,C08,C10,C06,C03
000602-00-0431, C01,C06,,,,,,,,,,
000602-00-0454, C01,C07,C03,C08,C12,C02,,,,,,
000602-00-0456, C01,C06,C08,C07,C11,C02,C04,C10,C05,C03,C09,
000602-00-0458, C01,C07,C03,,,,,,,,,
000602-00-0469, C01,,,,,,,,,,,
000602-00-0487, C01,C11,C04,C07,C12,,,,,,,
000602-00-0507, C01,C07,C11,C12,,,,,,,,
000602-00-0516, C01,C04,C06,C11,C07,,,,,,,
000602-00-0521, C01,C08,C04,C02,C06,C10,,,,,,
000602-00-0549, C01,C04,C11,C07,C05,,,,,,,
000602-00-0553, C01,C04,C06,C02,,,,,,,,
000602-00-0562, C01,C08,C06,C04,,,,,,,,
000602-00-0564, C01,,,,,,,,,,,
000602-00-0566, C01,C06,C04,,,,,,,,,
000602-00-0574, C01,C11,C07,C05,C04,,,,,,,
000602-00-0578, C01,,,,,,,,,,,
000602-00-0588, C01,C11,C02,C04,C12,,,,,,,
000602-00-0670, C01,C06,C07,,,,,,,,,
000602-00-0730, C01,C04,C08,,,,,,,,,
000602-00-0809, C01,C04,C03,C02,C11,C07,C05,C09,,,,
000602-00-0822, C01,,,,,,,,,,,
000602-00-0828, C01,,,,,,,,,,,
000602-00-0840, C01,C04,C11,,,,,,,,,
000602-00-0841, C01,C08,C06,C12,C03,,,,,,,
000602-00-0843, C01,,,,,,,,,,,
000602-00-0848, C01,C11,C05,C07,,,,,,,,
000602-00-0860, C01,,,,,,,,,,,
000602-00-0864, C01,C03,C04,C05,C02,C08,C06,C09,,,,
000602-00-0871, C01,C04,C07,C11,C10,C02,,,,,,
000602-00-0887, C01,C11,C07,C04,C05,,,,,,,
000602-00-0914, C01,C04,C06,C11,C08,C10,C05,C09,C12,C02,C03,C07
000602-00-0921, C01,,,,,,,,,,,
000602-00-0926, C01,,,,,,,,,,,
000602-00-0942, C01,C12,,,,,,,,,,
000602-00-0955, C01,C12,C03,,,,,,,,,
000602-00-0966, C01,,,,,,,,,,,
000602-00-0974, C01,,,,,,,,,,,
000602-00-0976, C01,,,,,,,,,,,
000602-00-0980, C01,C08,C04,C12,C09,C02,C07,C05,C11,,,
000602-00-0992, C01,C04,,,,,,,,,,
000602-00-1002, C01,C12,C07,C05,C04,C11,,,,,,
000602-00-1020, C01,C04,C07,C11,C05,C02,C08,C09,C10,C12,,
000602-00-1026, C01,C04,C06,C10,C08,C05,C07,C11,C02,C09,C03,C12
000602-00-1038, C01,,,,,,,,,,,
000602-00-1040, C01,C04,C06,C09,C08,,,,,,,
000602-00-1043, C01,C04,C11,C12,C08,,,,,,,
000602-00-1044, C01,C11,C07,C06,,,,,,,,
000602-00-1053, C01,C12,C04,C02,C07,C11,C10,,,,,
000602-00-1063, C01,C04,C06,,,,,,,,,
000602-00-1099, C01,C07,C02,C04,,,,,,,,
000602-00-1103, C01,C06,C08,C11,C04,,,,,,,
000602-00-1111, C01,,,,,,,,,,,
000602-00-1120, C01,,,,,,,,,,,
000602-00-0127, C01,C07,C11,C03,C04,C05,C09,C06,C08,C02,C12,C10
000602-09-0148, C01,C02,C04,C08,C07,C12,C03,C05,C11,C10,C09,C06
000301-00-0019, C01,C06,,,,,,,,,,
000301-00-0020, C01,C11,C04,C07,C02,,,,,,,
000301-00-0091, C01,C04,C10,C12,C08,,,,,,,
000301-00-0100, C01,C08,C02,,,,,,,,,
000301-00-0106, C01,C07,C04,C06,C02,,,,,,,
000301-00-0108, C01,C07,C04,,,,,,,,,
000301-00-0112, C01,,,,,,,,,,,
000301-00-0113, C01,,,,,,,,,,,
000301-00-0207, C01,C05,C08,,,,,,,,,
000301-00-0215, C01,C04,C06,C07,C05,C12,C03,,,,,
000301-00-0217, C01,C03,C12,C04,C05,C06,,,,,,
000301-00-0249, C01,C08,C11,C04,C12,C02,,,,,,
000301-00-0285, C01,C04,C12,C10,C08,,,,,,,
000301-00-0300, C01,,,,,,,,,,,
000301-00-0361, C01,C04,C05,,,,,,,,,
000301-00-0385, C01,,,,,,,,,,,
000301-00-0438, C01,C04,C06,C07,,,,,,,,
000301-00-0464, C01,C06,C08,C07,C09,,,,,,,
000301-00-0522, C01,C12,C06,C03,C09,,,,,,,
000301-00-0545, C01,C02,C07,C04,,,,,,,,
000301-00-0547, C01,C08,C11,C02,C04,C07,,,,,,
000301-00-0551, C01,C04,C07,C08,C09,C10,C11,,,,,
000301-00-0563, C01,C05,C09,C02,C11,C12,C04,C07,,,,
000301-00-0572, C01,C04,C05,C07,C11,C09,,,,,,
000301-00-0584, C01,C11,C03,C09,,,,,,,,
000301-00-0593, C01,C08,,,,,,,,,,
000301-00-0598, C01,C11,C07,C04,,,,,,,,
000301-00-0602, C01,C08,C03,C09,C12,C07,C05,,,,,
000301-00-0618, C01,C06,C04,C11,C05,,,,,,,
000301-00-0635, C01,C04,C05,C07,C11,,,,,,,
000301-00-0640, C01,C05,C11,C07,,,,,,,,
000301-00-0697, C01,C06,C02,C11,C04,C07,C08,C03,C09,C10,C05,C12
000301-00-0707, C01,C06,,,,,,,,,,
000301-00-0721, C01,C11,C04,C05,C07,,,,,,,
000301-00-0780, C01,C08,C06,C02,C11,C07,,,,,,
000301-00-0800, C01,C07,C04,C05,C11,C08,,,,,,
000301-00-0801, C01,,,,,,,,,,,
000301-00-0872, C01,C06,,,,,,,,,,
000301-00-0873, C01,C06,,,,,,,,,,
000301-00-0902, C01,C03,C07,C04,C11,C05,,,,,,
000301-00-0919, C01,C02,C11,C04,C05,C07,C03,C06,C12,,,
