ID,,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice
001103-00-0253, C01,C02,C04,C08,C05,,,,
001103-00-0254, C01,C02,C03,,,,,,
001103-00-0265, C01,C04,C09,,,,,,
001103-00-0269, C01,C08,C02,,,,,,
001103-00-0276, C01,,,,,,,,
001103-00-0278, C01,C08,C09,,,,,,
001103-00-0279, C01,C04,C05,C08,,,,,
001103-00-0281, C01,C02,,,,,,,
001103-00-0285, C01,C03,C06,,,,,,
001103-00-0295, C01,C02,C04,,,,,,
001103-00-0303, C01,,,,,,,,
001103-00-0307, C01,C08,C02,C04,C05,C09,,,
001103-00-0323, C01,C08,C06,,,,,,
001103-00-0329, C01,C04,,,,,,,
001103-00-0338, C01,C02,C05,,,,,,
001103-00-0341, C01,C03,C04,,,,,,
001103-00-0356, C01,C05,C09,C04,C08,C07,,,
001103-00-0357, C01,C05,C09,C04,C08,C07,,,
001103-00-0359, C01,,,,,,,,
001103-00-0360, C01,C02,,,,,,,
001103-00-0363, C01,C02,,,,,,,
001103-00-0365, C01,C02,C03,,,,,,
001103-00-0369, C01,C04,,,,,,,
001103-00-0371, C01,C02,,,,,,,
001103-00-0378, C01,C09,C03,C04,C05,C06,C07,,
001103-00-0382, C01,C02,C04,C08,,,,,
001103-00-0383, C01,C02,C05,,,,,,
001103-00-0390, C01,C02,,,,,,,
001103-00-0392, C01,C02,C07,C04,C05,C08,,,
001103-00-0402, C01,C02,C03,C04,C08,C09,,,
001103-00-0404, C01,,,,,,,,
001103-00-0410, C01,C02,C04,C09,,,,,
001103-00-0421, C01,C04,C06,C08,C05,,,,
001103-00-0430, C01,C03,C04,C05,C08,C09,,,
001103-00-0438, C01,C03,C04,C05,,,,,
001103-00-0442, C01,,,,,,,,
001103-00-0444, C01,C02,C04,C05,C08,,,,
001103-00-0445, C01,,,,,,,,
001103-00-0447, C01,,,,,,,,
001103-00-0455, C01,C05,C02,,,,,,
001103-00-0458, C01,C03,C04,C02,C05,C06,C07,C09,
001103-00-0462, C01,C06,C02,,,,,,
001103-00-0464, C01,C02,,,,,,,
001103-00-0474, C01,C02,,,,,,,
001103-00-0483, C01,C04,,,,,,,
001103-00-0484, C01,C08,,,,,,,
001103-00-0488, C01,C04,,,,,,,
001103-00-0492, C01,C09,C08,C05,C04,,,,
001103-00-0497, C01,C02,,,,,,,
001103-00-0498, C01,C07,C02,,,,,,
001103-00-0501, C01,C03,C02,C07,C05,C08,,,
001103-00-0511, C01,C02,C04,C05,C03,,,,
001103-00-0518, C01,C05,C02,,,,,,
001103-00-0532, C01,C08,C05,,,,,,
001103-00-0533, C01,,,,,,,,
001103-00-0537, C01,C08,C05,C09,C02,C04,C03,C07,C06
001103-00-0540, C01,C02,C04,,,,,,
001103-00-0543, C01,,,,,,,,
001103-00-0546, C01,C09,C02,C04,C06,C08,,,
001103-00-0547, C01,C05,C04,C02,C08,,,,
001103-00-0551, C01,C02,C06,,,,,,
001103-00-0555, C01,C04,C02,C09,C08,C05,C07,C06,C03
001103-00-0561, C01,C03,C02,C04,C05,C06,C07,C08,C09
001103-00-0574, C01,C02,,,,,,,
001103-00-0577, C01,C02,,,,,,,
001103-00-0580, C01,,,,,,,,
001103-00-0586, C01,C06,C05,C04,,,,,
001103-00-0587, C01,C04,C08,C05,C06,C07,C09,C02,C03
001103-00-0590, C01,C02,C06,,,,,,
001103-00-0599, C01,,,,,,,,
001103-00-0604, C01,C02,C05,,,,,,
001103-00-0606, C01,C02,C06,C07,,,,,
001103-00-0607, C01,C02,C09,,,,,,
001103-00-0620, C01,C02,,,,,,,
001103-00-0638, C01,C04,,,,,,,
001103-00-0643, C01,C02,,,,,,,
001103-00-0651, C01,C02,C08,,,,,,
001103-00-0653, C01,C02,,,,,,,
001103-00-0656, C01,C02,,,,,,,
001103-00-0662, C01,C08,C05,,,,,,
001103-00-0663, C01,C02,C04,,,,,,
001103-00-0665, C01,C02,C04,,,,,,
001103-00-0666, C01,C02,C07,C05,C08,C09,,,
001103-00-0669, C01,C02,,,,,,,
001103-00-0670, C01,C09,C04,,,,,,
001103-00-0676, C01,C06,C03,C09,,,,,
001103-00-0678, C01,C02,C03,,,,,,
001103-00-0685, C01,C09,,,,,,,
001103-00-0705, C01,C05,C04,,,,,,
001103-00-0717, C01,C02,C04,C05,C09,,,,
001103-00-0729, C01,C02,C03,C05,,,,,
001103-00-0732, C01,C04,C08,,,,,,
001103-00-0742, C01,C06,C04,,,,,,
001103-00-0750, C01,,,,,,,,
001103-00-0757, C01,C03,C02,,,,,,
001103-00-0758, C01,C02,C04,C03,,,,,
001103-00-0765, C01,C02,C08,C05,C04,,,,
001103-00-0766, C01,C02,C09,C03,C05,C08,,,
001103-00-0776, C01,C04,C08,C07,,,,,
001103-00-0785, C01,C02,C04,,,,,,
001103-00-0794, C01,C05,C02,,,,,,
001103-00-0803, C01,C09,C05,,,,,,
001103-00-0813, C01,C03,,,,,,,
001103-00-0815, C01,C03,C02,,,,,,
001103-00-0817, C01,C03,C02,,,,,,
001103-00-0819, C01,C08,C03,,,,,,
001103-00-0820, C01,C02,C03,,,,,,
001103-00-0824, C01,C02,,,,,,,
001103-00-0828, C01,C04,C08,,,,,,
001103-00-0834, C01,C02,C04,,,,,,
001103-00-0838, C01,C04,C05,C08,C03,C07,C06,C02,C09
001103-00-0847, C01,C02,C03,C06,C04,,,,
001103-00-0853, C01,,,,,,,,
001103-00-0856, C01,C02,C05,,,,,,
001103-00-0857, C01,C04,C06,C03,C02,C09,,,
001103-00-0859, C01,,,,,,,,
001103-00-0871, C01,C09,C08,C03,C02,C04,C05,,
001103-00-0877, C01,C02,C03,,,,,,
001103-00-0878, C01,C02,C04,,,,,,
001103-00-0880, C01,C03,C04,,,,,,
001103-00-0885, C01,,,,,,,,
001103-00-0893, C01,C02,C04,C08,C06,,,,
001103-00-0894, C01,,,,,,,,
001103-00-0895, C01,C02,C04,,,,,,
001103-00-0899, C01,,,,,,,,
001103-00-0902, C01,C03,,,,,,,
001103-00-0903, C01,C04,C05,C08,C02,,,,
001103-00-0911, C01,C08,C04,C03,C05,,,,
001103-00-0937, C01,C04,C05,C02,C03,,,,
001103-00-0945, C01,C03,C07,,,,,,
001103-00-0948, C01,C02,C03,,,,,,
001103-00-0952, C01,C02,C09,C04,C05,,,,
001103-00-0955, C01,,,,,,,,
001103-00-0980, C01,,,,,,,,
001103-00-0983, C01,C07,C02,,,,,,
001103-00-0986, C01,C02,,,,,,,
001103-00-0988, C01,C02,,,,,,,
001103-00-0992, C01,C02,C03,C06,,,,,
001103-00-0996, C01,C08,C04,C05,C02,C09,,,
001103-00-0998, C01,C02,C04,,,,,,
001103-00-0999, C01,C03,C04,C05,C06,C07,C08,C09,C02
001103-00-1002, C01,C04,C05,,,,,,
001103-00-1014, C01,C02,C07,,,,,,
001103-00-1016, C01,C02,C07,,,,,,
001103-00-1017, C01,C03,C02,C04,C05,,,,
001103-00-1018, C01,C03,C08,C09,,,,,
001103-00-1026, C01,C02,C07,,,,,,
001103-00-1027, C01,C02,,,,,,,
001103-00-1030, C01,,,,,,,,
001103-00-1036, C01,C05,C04,C08,C02,,,,
001103-00-1038, C01,C03,C05,C09,,,,,
001103-00-1040, C01,C02,,,,,,,
001103-00-1060, C01,C02,C04,C08,,,,,
001103-00-1083, C01,C02,,,,,,,
001103-00-1088, C01,C04,C05,,,,,,
001103-00-1093, C01,,,,,,,,
001103-00-1104, C01,C02,C03,C05,C04,C08,C06,C07,
001103-00-1106, C01,C02,C08,C05,,,,,
001103-00-1108, C01,C02,C04,,,,,,
001103-00-1113, C01,C02,C03,C06,C05,C04,C09,C08,C07
001103-00-1118, C01,C02,,,,,,,
001103-00-1120, C01,C04,C02,C08,C05,,,,
001103-00-1144, C01,C02,,,,,,,
001103-00-1147, C01,C02,C05,C09,C08,,,,
001103-00-1157, C01,C02,C04,,,,,,
001103-00-1161, C01,C02,C04,C05,C08,,,,
001103-00-1172, C01,C02,C03,C04,C05,C08,,,
001103-00-1174, C01,,,,,,,,
001103-00-1177, C01,C02,,,,,,,
001103-00-1188, C01,C04,C02,,,,,,
001103-00-1192, C01,C08,C03,C02,C05,,,,
001103-00-1193, C01,C08,C03,C02,C05,,,,
001103-00-1194, C01,C08,C05,C03,C02,C06,C07,C09,C04
001103-00-1197, C01,C03,C04,C06,C07,C09,C05,,
001103-00-1200, C01,C02,C04,C08,,,,,
001103-00-1205, C01,C02,,,,,,,
001103-00-1212, C01,C09,C07,,,,,,
001103-00-1215, C01,C05,C08,C04,,,,,
001103-00-1219, C01,C02,C07,C08,C06,C03,,,
001103-00-1236, C01,C02,,,,,,,
001103-00-1239, C01,C02,C07,,,,,,
001103-00-1243, C01,C02,C04,C05,C07,C08,C09,C06,
001103-00-1251, C01,C02,C04,C06,C09,,,,
001103-00-1253, C01,C04,C06,C08,C09,C07,,,
001103-00-1257, C01,C04,C05,,,,,,
001103-00-1259, C01,C09,C08,,,,,,
001103-00-1264, C01,C09,,,,,,,
001103-00-1266, C01,C02,,,,,,,
001103-00-1267, C01,C04,C05,C08,C07,C09,,,
001103-00-1284, C01,C02,,,,,,,
001103-00-1291, C01,C03,,,,,,,
001103-00-1293, C01,C02,,,,,,,
001103-00-1302, C01,C02,,,,,,,
001103-00-1312, C01,C02,C08,,,,,,
001103-00-1313, C01,C02,,,,,,,
001103-00-1318, C01,C03,C02,C06,C04,,,,
001103-00-1322, C01,C02,C06,,,,,,
001103-00-1363, C01,,,,,,,,
001103-00-1369, C01,C02,C08,C05,C04,C03,C09,C07,C06
001103-00-1374, C01,C09,C04,C08,C05,C02,C03,,
001103-00-1382, C01,C02,C03,C04,C05,C08,,,
001103-00-1384, C01,C02,C05,C04,,,,,
001103-00-1391, C01,,,,,,,,
001103-00-1407, C01,C02,,,,,,,
001103-00-1410, C01,C02,C04,,,,,,
001103-00-0282, C01,C02,,,,,,,
001103-00-0284, C01,C07,WI01,,,,,,
001103-00-0300, C01,C04,C08,C09,C05,,,,
001103-00-0301, C01,C06,C04,C05,C07,C08,C02,C09,C03
001103-00-0303, C01,C04,C08,C05,C02,,,,
000603-00-0001, C01,C02,C08,,,,,,
000603-00-0052, C01,C06,C07,,,,,,
000603-00-0054, C01,C02,C05,C07,,,,,
000603-00-0060, C01,C07,C05,C04,,,,,
000603-00-0063, C01,C03,C05,C07,C04,C08,,,
000603-00-0078, C01,C02,C04,C05,,,,,
000603-00-0126, C01,,,,,,,,
000603-00-0148, C01,,,,,,,,
000603-00-0155, C01,C02,C04,,,,,,
000603-00-0188, C01,C02,C09,C03,C07,C06,,,
000603-00-0208, C01,C04,C02,,,,,,
000603-00-0209, C01,C05,C08,C04,C02,C09,,,
000603-00-0210, C01,,,,,,,,
000603-00-0218, C01,C02,C06,C03,C04,,,,
000603-00-0220, C01,C02,C03,C04,C05,,,,
000603-00-0234, C01,C04,C02,,,,,,
000603-00-0244, C01,C05,C08,C09,C02,C07,C04,C03,C06
000603-00-0259, C01,C02,C05,C03,C08,C07,,,
000603-00-0261, C01,C02,C04,C03,,,,,
000603-00-0270, C01,C02,C04,C05,,,,,
000603-00-0281, C01,C03,C02,C08,C04,C07,,,
000603-00-0288, C01,C05,C03,C09,C08,C07,,,
000603-00-0314, C01,C02,,,,,,,
000603-00-0319, C01,C02,C04,C05,C08,C07,C03,,
000603-00-0328, C01,C07,C03,C09,,,,,
000603-00-0334, C01,,,,,,,,
000603-00-0341, C01,C02,C04,C06,,,,,
000603-00-0345, C01,C02,C03,C04,C05,C08,,,
000603-00-0360, C01,C02,,,,,,,
000603-00-0380, C01,,,,,,,,
000603-00-0396, C01,C06,C02,,,,,,
000603-00-0400, C01,C04,C06,C02,C03,C05,C07,C08,C09
000603-00-0410, C01,C02,C03,,,,,,
000603-00-0421, C01,C06,C03,,,,,,
000603-00-0424, C01,C02,,,,,,,
000603-00-0431, C01,C02,C04,,,,,,
000603-00-0442, C01,C02,C04,,,,,,
000603-00-0449, C01,,,,,,,,
000603-00-0468, C01,C07,C09,C02,C03,C06,C05,C04,C08
000603-00-0484, C01,,,,,,,,
000603-00-0491, C01,C02,C03,C09,C06,,,,
000603-00-0498, C01,C02,C08,C04,C05,,,,
000603-00-0504, C01,C02,C05,,,,,,
000603-00-0519, C01,C02,C06,,,,,,
000603-00-0524, C01,C02,C04,C03,,,,,
000603-00-0528, C01,C02,,,,,,,
000603-00-0534, C01,C06,C05,C09,C08,C07,,,
000603-00-0540, C01,C02,C05,C04,,,,,
000603-00-0565, C01,C02,,,,,,,
000603-00-0570, C01,C02,C03,,,,,,
000603-00-0583, C01,C04,C02,,,,,,
000603-00-0593, C01,C04,C08,C05,C09,C02,C06,C03,
000603-00-0600, C01,,,,,,,,
000603-00-0602, C01,C02,C04,C05,C06,C08,C09,C07,C03
000603-00-0611, C01,C02,,,,,,,
000603-00-0613, C01,C02,C06,,,,,,
000603-00-0616, C01,C02,C04,,,,,,
000603-00-0626, C01,C02,C03,C04,C06,,,,
000603-00-0627, C01,C02,C04,C06,C09,C03,,,
000603-00-0630, C01,C02,,,,,,,
000603-00-0632, C01,C02,C04,C08,C05,,,,
000603-00-0640, C01,C07,C08,C03,C09,,,,
000603-00-0664, C01,C02,C07,,,,,,
000603-00-0685, C01,C05,C08,,,,,,
000603-00-0699, C01,C05,,,,,,,
000603-00-0706, C01,,,,,,,,
000603-00-0715, C01,C02,C04,C03,,,,,
000603-00-0726, C01,,,,,,,,
000603-00-0743, C01,C04,C02,C06,,,,,
000603-00-0746, C01,C02,C08,C03,C04,C06,C09,C05,C07
000603-00-0747, C01,C04,C06,,,,,,
000603-00-0763, C01,,,,,,,,
000603-00-0777, C01,C02,,,,,,,
000603-00-0779, C01,C03,C05,C04,C08,C02,C06,C07,C09
000603-00-0794, C01,C02,C03,C04,C05,C09,C08,C06,C07
000603-00-0797, C01,C09,C04,,,,,,
000603-00-0812, C01,C02,C04,C05,C08,,,,
000603-00-0816, C01,C06,,,,,,,
000603-00-0823, C01,C02,C03,C04,C05,C08,C06,,
000603-00-0845, C01,C04,,,,,,,
000603-00-0854, C01,C02,,,,,,,
000603-00-0863, C01,C05,C04,C08,C02,,,,
000603-00-0871, C01,C09,C04,C02,C07,C08,,,
000603-00-0873, C01,C02,C04,C05,,,,,
000603-00-0884, C01,C02,,,,,,,
000603-00-0888, C01,C02,C06,C05,C04,,,,
000603-00-0900, C01,C03,C07,,,,,,
000603-00-0912, C01,C02,C04,,,,,,
000603-00-0917, C01,C03,C09,,,,,,
000603-00-0938, C01,C02,,,,,,,
000803-00-0042, C01,C08,C04,C05,C02,C09,,,
000803-00-0063, C01,C08,C02,C05,C03,C04,,,
001002-00-0039, C01,C03,C07,,,,,,
001002-00-0076, C01,C02,C04,C03,,,,,
001002-00-0127, C01,C02,C03,C04,C05,C06,C07,C08,C09
001002-00-0135, C01,C09,C07,C04,,,,,
001002-00-0150, C01,C02,C05,C08,C04,,,,
001002-00-0214, C01,C05,C08,C04,C07,C06,C03,C02,C09
001002-00-0238, C01,C03,C06,C02,C07,C04,,,
001002-00-0254, C01,C02,C04,C05,,,,,
001002-00-0269, C01,C02,C03,C04,C05,C08,,,
001002-00-0301, C01,C04,,,,,,,
001002-00-0374, C01,C02,C04,,,,,,
001002-00-0376, C01,C02,C04,,,,,,
001002-00-0420, C01,C04,C09,C07,,,,,
001002-00-0424, C01,C09,C03,C02,C07,C08,C06,C04,C05
001002-00-0441, C01,,,,,,,,
001002-00-0510, C01,C04,C05,C09,C02,C03,C06,C07,C08
001002-00-0512, C01,C07,C05,,,,,,
001002-00-0523, C01,C02,C04,,,,,,
001002-00-0543, C01,,,,,,,,
001002-00-0555, C01,C02,C04,C06,C05,,,,
001002-00-0576, C01,C03,C07,C04,,,,,
001002-00-0600, C01,C07,C06,C03,,,,,
001002-00-0601, C01,C09,C02,C05,C04,C06,C08,,
001002-00-0618, C01,C04,C07,,,,,,
001002-00-0725, C01,C02,C04,C03,C09,,,,
001002-00-0732, C01,C02,C04,C05,C07,C08,,,
001002-00-0768, C01,C06,,,,,,,
001002-00-0772, C01,C02,C04,C06,C03,C09,,,
001002-00-0778, C01,C02,C04,,,,,,
001002-00-0803, C01,C04,C05,C09,C02,C08,,,
001002-00-0814, C01,C02,C03,C04,C05,C06,C07,C08,C09
001002-00-0816, C01,C02,C04,C09,,,,,
001002-00-0825, C01,C05,,,,,,,
001002-00-0863, C01,C06,C02,,,,,,
001002-00-0894, C01,C07,,,,,,,
001002-00-0911, C01,C09,C08,C02,C05,C04,,,
001002-00-0922, C01,C03,C05,C04,C08,C02,C07,,
001002-00-0949, C01,C02,C06,C03,C08,C04,C09,C05,C07
001002-00-0957, C01,C02,C06,C03,C04,C05,C08,,
001002-00-0990, C01,C02,C05,,,,,,
001002-00-1008, C01,C02,C04,C05,C08,C09,C07,C06,C03
001002-00-1037, C01,C09,C03,C02,C04,,,,
001002-00-1038, C01,C09,,,,,,,
001002-00-1067, C01,C02,C05,C04,C03,C08,,,
001002-00-1088, C01,C03,C04,C02,C08,C05,,,
001002-00-1133, C01,C07,,,,,,,
001002-00-1163, C01,C04,C02,C05,,,,,
001002-00-0257, C01,C02,C04,C05,C08,C03,C07,C06,
000301-00-0003, C01,C08,,,,,,,
000301-00-0005, C01,C03,C02,,,,,,
000301-00-0006, C01,C04,C05,C03,,,,,
000301-00-0017, C01,C02,,,,,,,
000301-00-0019, C01,C02,C06,C04,C07,C03,C05,C08,C09
000301-00-0024, C01,,,,,,,,
000301-00-0040, C01,C02,C04,,,,,,
000301-00-0051, C01,C04,,,,,,,
000301-00-0052, C01,C02,,,,,,,
000301-00-0057, C01,C02,,,,,,,
000301-00-0087, C01,,,,,,,,
000301-00-0089, C01,,,,,,,,
000301-00-0097, C01,C03,C02,,,,,,
000301-00-0098, C01,,,,,,,,
000301-00-0100, C01,,,,,,,,
000301-00-0108, C01,C02,C03,,,,,,
000301-00-0111, C01,C02,C05,,,,,,
000301-00-0124, C01,,,,,,,,
000301-00-0126, C01,C03,C04,C07,C08,C09,C05,C02,
000301-00-0130, C01,C02,,,,,,,
000301-00-0141, C01,C09,C03,,,,,,
000301-00-0156, C01,C09,C08,C03,,,,,
000301-00-0159, C01,C08,C02,C04,C05,C06,C07,C03,C09
000301-00-0169, C01,,,,,,,,
000301-00-0170, C01,,,,,,,,
000301-00-0171, C01,,,,,,,,
000301-00-0177, C01,C02,,,,,,,
000301-00-0182, C01,C04,C02,,,,,,
000301-00-0188, C01,C09,C03,C06,C08,C02,C07,,
000301-00-0191, C01,C02,C04,C06,,,,,
000301-00-0195, C01,C02,C07,C04,C05,,,,
000301-00-0207, C01,C04,C08,C09,C05,C02,C03,C06,C07
000301-00-0210, C01,C02,C04,,,,,,
000301-00-0218, C01,C02,C05,,,,,,
000301-00-0222, C01,,,,,,,,
000301-00-0225, C01,C02,C03,C04,C09,C08,,,
000301-00-0232, C01,C03,,,,,,,
000301-00-0235, C01,C02,C03,,,,,,
000301-00-0238, C01,C02,C03,,,,,,
000301-00-0242, C01,C02,C07,,,,,,
000301-00-0243, C01,C02,C03,,,,,,
000301-00-0249, C01,,,,,,,,
000301-00-0254, C01,C02,,,,,,,
000301-00-0259, C01,C02,C09,,,,,,
000301-00-0261, C01,,,,,,,,
000301-00-0267, C01,C02,C09,C04,C05,C06,C07,C08,C03
000301-00-0269, C01,C02,C03,C09,C04,C06,C07,C08,C05
000301-00-0272, C01,C02,,,,,,,
000301-00-0273, C01,C02,C04,,,,,,
000301-00-0276, C01,C02,,,,,,,
000301-00-0278, C01,C02,,,,,,,
000301-00-0281, C01,C02,C07,,,,,,
000301-00-0282, C01,C02,C03,,,,,,
000301-00-0288, C01,C02,C04,,,,,,
000301-00-0298, C01,C02,C09,C07,C06,C03,C08,C04,
000301-00-0302, C01,,,,,,,,
000301-00-0319, C01,C04,C09,C02,C03,,,,
000301-00-0321, C01,C02,C03,,,,,,
000301-00-0328, C01,,,,,,,,
000301-00-0336, C01,C08,,,,,,,
000301-00-0338, C01,C02,,,,,,,
000301-00-0339, C01,C06,C03,,,,,,
000301-00-0341, C01,C06,C03,C07,,,,,
000301-00-0348, C01,,,,,,,,
000301-00-0350, C01,,,,,,,,
000301-00-0358, C01,,,,,,,,
000301-00-0360, C01,C02,,,,,,,
000301-00-0363, C01,,,,,,,,
000301-00-0364, C01,C02,C03,C06,C05,C07,C08,C09,C04
000301-00-0367, C01,C02,,,,,,,
000301-00-0378, C01,C08,C09,C06,C05,,,,
000301-00-0379, C01,C02,C04,C05,C08,,,,
000301-00-0392, C01,C02,,,,,,,
000301-00-0399, C01,C02,C03,C06,C09,C07,,,
000301-00-0414, C01,C02,C04,C07,,,,,
000301-00-0416, C01,C02,C09,,,,,,
000301-00-0417, C01,C02,C04,,,,,,
000301-00-0420, C01,C09,C02,C03,C07,C05,C04,,
000301-00-0454, C01,C02,C04,,,,,,
000301-00-0455, C01,C02,,,,,,,
000301-00-0473, C01,,,,,,,,
000301-00-0482, C01,C02,,,,,,,
000301-00-0486, C01,,,,,,,,
000301-00-0488, C01,C03,C06,C02,,,,,
000301-00-0490, C01,C02,C09,,,,,,
000301-00-0491, C01,C02,,,,,,,
000301-00-0494, C01,C02,,,,,,,
000301-00-0496, C01,C03,C02,C06,C08,,,,
000301-00-0500, C01,C02,C03,C08,,,,,
000301-00-0501, C01,C02,,,,,,,
000301-00-0512, C01,,,,,,,,
000301-00-0513, C01,,,,,,,,
000301-00-0516, C01,C02,C03,C04,,,,,
000301-00-0517, C01,C02,C04,,,,,,
000301-00-0520, C01,,,,,,,,
000301-00-0534, C01,C02,C03,C08,C04,C05,,,
000301-00-0552, C01,C02,C04,C05,,,,,
000301-00-0553, C01,C03,,,,,,,
000301-00-0556, C01,,,,,,,,
000301-00-0565, C01,C02,C04,,,,,,
000301-00-0567, C01,C02,,,,,,,
000301-00-0569, C01,C02,,,,,,,
000301-00-0573, C01,C02,,,,,,,
000301-00-0576, C01,C02,,,,,,,
000301-00-0579, C01,C02,,,,,,,
000301-00-0581, C01,C02,,,,,,,
000301-00-0584, C01,C02,C04,C03,C05,,,,
000301-00-0593, C01,C02,,,,,,,
000301-00-0596, C01,C02,C03,,,,,,
000301-00-0599, C01,C02,C04,,,,,,
000301-00-0605, C01,C02,,,,,,,
000301-00-0607, C01,C02,,,,,,,
000301-00-0610, C01,C08,C03,C02,C05,C07,C09,,
000301-00-0630, C01,C02,C03,C06,C07,C04,,,
000301-00-0631, C01,C05,C04,,,,,,
000301-00-0651, C01,C02,C04,,,,,,
000301-00-0653, C01,C02,,,,,,,
000301-00-0655, C01,C02,C03,C05,C08,C07,C04,,
000301-00-0660, C01,C09,C05,C03,C04,C08,,,
000301-00-0661, C01,C02,C03,,,,,,
000301-00-0664, C01,,,,,,,,
000301-00-0667, C01,,,,,,,,
000301-00-0673, C01,C02,C04,,,,,,
000301-00-0677, C01,C02,,,,,,,
000301-00-0689, C01,C02,,,,,,,
000301-00-0691, C01,C02,,,,,,,
000301-00-0693, C01,C09,C07,C08,C05,C02,,,
000301-00-0694, C01,C02,C04,C09,C07,C08,,,
000301-00-0697, C01,,,,,,,,
000301-00-0699, C01,C02,C03,,,,,,
000301-00-0700, C01,C02,C09,C06,,,,,
000301-00-0707, C01,C02,,,,,,,
000301-00-0716, C01,C07,C05,C09,C08,C02,,,
000301-00-0721, C01,C02,,,,,,,
000301-00-0724, C01,C02,C04,,,,,,
000301-00-0734, C01,C04,C07,C06,C02,C05,C08,C09,C03
000301-00-0748, C01,C02,,,,,,,
000301-00-0752, C01,C02,C06,,,,,,
000301-00-0755, C01,,,,,,,,
000301-00-0757, C01,,,,,,,,
000301-00-0759, C01,,,,,,,,
000301-00-0761, C01,C02,C04,C08,C05,C03,C09,C06,C07
000301-00-0763, C01,,,,,,,,
000301-00-0768, C01,C05,,,,,,,
000301-00-0771, C01,C05,C07,C02,C09,C04,C08,C03,C06
000301-00-0780, C01,C02,C08,,,,,,
000301-00-0783, C01,C02,,,,,,,
000301-00-0794, C01,C02,,,,,,,
000301-00-0798, C01,C02,,,,,,,
000301-00-0802, C01,C02,C03,C04,C05,C08,,,
000301-00-0805, C01,C02,C09,C04,,,,,
000301-00-0806, C01,C04,,,,,,,
000301-00-0827, C01,,,,,,,,
000301-00-0829, C01,C02,C09,C06,C08,C07,C04,C05,C03
000301-00-0853, C01,C02,C03,C04,,,,,
000301-00-0064, C01,WI01,,,,,,,
000301-00-0065, C01,C02,WI01,,,,,,
000301-00-0066, C01,C02,C05,WI01,,,,,
000301-00-0067, C01,C02,C03,WI01,,,,,
000301-00-0073, C01,C02,WI01,,,,,,
000301-00-0078, C01,C02,C03,C04,C08,C05,,,
000701-00-0180, C01,C04,C05,C09,,,,,
000701-00-0183, C01,,,,,,,,
000701-00-0225, C01,C05,,,,,,,
000701-00-0230, C01,C06,,,,,,,
000701-00-0240, C01,,,,,,,,
000701-00-0248, C01,C02,C09,,,,,,
000701-00-0276, C01,C02,C08,C07,C06,C03,C04,C05,C09
000701-00-0285, C01,C02,C04,,,,,,
000701-00-0296, C01,C07,C05,C04,C08,C03,C02,C06,
000701-00-0329, C01,C02,C08,C05,C04,,,,
000701-00-0354, C01,,,,,,,,
000701-00-0393, C01,C08,C05,,,,,,
000701-00-0430, C01,C02,C04,C08,C09,,,,
000701-00-0455, C01,C08,C07,,,,,,
000701-00-0483, C01,C04,C08,C02,,,,,
000701-00-0549, C01,,,,,,,,
000701-00-0552, C01,,,,,,,,
000701-00-0572, C01,C04,,,,,,,
000701-00-0574, C01,C06,C07,C03,C08,C02,C04,C05,C09
000701-00-0601, C01,,,,,,,,
000701-00-0603, C01,C09,C08,C05,C04,C02,,,
000701-00-0611, C01,C08,C09,C02,C04,C05,,,
000701-00-0682, C01,C02,C04,C07,C08,C09,,,
000701-00-0697, C01,C06,C08,C09,C02,,,,
000701-00-0732, C01,C08,,,,,,,
000701-00-0735, C01,C08,C09,C03,C04,C05,C06,C07,C02
000102-00-0002, C01,C02,C05,C08,,,,,
000102-00-0014, C01,C05,,,,,,,
000102-00-0022, C01,C09,,,,,,,
000102-00-0023, C01,C02,C06,,,,,,
000102-00-0034, C01,C03,C06,C07,,,,,
000102-00-0049, C01,C02,,,,,,,
000102-00-0052, C01,C02,C07,C08,C09,,,,
000102-00-0056, C01,,,,,,,,
000102-00-0069, C01,C02,C04,,,,,,
000102-00-0078, C01,C03,C06,,,,,,
000102-00-0085, C01,C03,C02,,,,,,
000102-00-0093, C01,,,,,,,,
000102-00-0100, C01,C02,C03,,,,,,
000102-00-0132, C01,C02,,,,,,,
000102-00-0155, C01,C03,C07,,,,,,
000102-00-0165, C01,,,,,,,,
000102-00-0168, C01,C02,C05,C04,,,,,
000102-00-0173, C01,C02,C08,,,,,,
000102-00-0190, C01,C02,C05,,,,,,
000102-00-0201, C01,C02,C03,C04,C08,,,,
000102-00-0206, C01,C02,,,,,,,
000102-00-0208, C01,,,,,,,,
000102-00-0210, C01,,,,,,,,
000102-00-0212, C01,C02,,,,,,,
000102-00-0217, C01,C02,,,,,,,
000102-00-0226, C01,C02,,,,,,,
000102-00-0229, C01,C02,,,,,,,
000102-00-0233, C01,C02,C04,C03,,,,,
000102-00-0238, C01,,,,,,,,
000102-00-0244, C01,C02,,,,,,,
000102-00-0249, C01,C06,C03,,,,,,
000102-00-0255, C01,C02,C04,C03,C05,,,,
000102-00-0257, C01,C02,C04,C03,C05,,,,
000102-00-0272, C01,C03,C07,,,,,,
000102-00-0295, C01,C02,,,,,,,
000102-00-0297, C01,C02,,,,,,,
000102-00-0298, C01,C02,C08,C05,,,,,
000102-00-0307, C01,C02,C03,C04,C05,C08,,,
000102-00-0312, C01,C02,C03,C06,,,,,
