ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice
001103-00-1628, C02,,,,,,,
001103-00-1639, C02,C04,,,,,,
001103-00-1650, C02,C06,C05,C03,C04,,,
001103-00-1657, C02,C05,,,,,,
001103-00-1667, C02,,,,,,,
001103-00-1672, C02,,,,,,,
001103-00-1673, C02,C06,C07,,,,,
001103-00-1676, C02,C03,C04,,,,,
001103-00-1685, C02,C06,C05,,,,,
001103-00-1691, C02,C03,C08,C01,C04,,,
001103-00-1703, C02,,,,,,,
001103-00-1711, C02,C08,C07,C04,,,,
001103-00-1714, C02,C06,C04,C05,,,,
001103-00-1731, C02,,,,,,,
001103-00-1756, C02,C03,,,,,,
001103-00-1760, C02,C03,C01,C08,C05,C06,,
001103-00-1763, C02,C08,C07,,,,,
001103-00-1764, C02,C03,,,,,,
001103-00-1771, C02,C05,C03,,,,,
001103-00-1779, C02,C05,,,,,,
001103-00-1785, C02,C03,,,,,,
001103-00-1789, C02,,,,,,,
001103-00-1794, C02,C03,,,,,,
001103-00-1800, C02,,,,,,,
001103-00-1816, C02,C05,C06,C01,,,,
001103-00-1817, C02,C03,C06,,,,,
001103-00-1824, C02,C03,C04,C07,C08,C01,,
001103-00-1829, C02,,,,,,,
001103-00-1832, C02,C03,C04,C01,C06,C05,,
001103-00-1839, C02,C03,C04,,,,,
001103-00-1859, C02,C03,C07,,,,,
001103-00-1872, C02,C03,C05,C06,,,,
001103-00-1875, C02,,,,,,,
001103-00-1880, C02,C08,,,,,,
001103-00-1890, C02,C03,C06,C04,,,,
001103-00-1905, C02,C04,C07,C08,C03,,,
001103-00-1915, C02,C03,C07,C08,C06,,,
001103-00-1916, C02,C07,C08,C01,C03,C05,C06,
001103-00-1933, C02,C03,C04,,,,,
001103-00-1940, C02,C03,C04,,,,,
001103-00-1945, C02,C03,,,,,,
001103-00-1947, C03=C04,C02,C07,C08,,,,
001103-00-1951, C02,C03,C06,C04,C08,,,
001103-00-1964, C02,C08,,,,,,
001103-00-1973, C02,,,,,,,
001103-00-1975, C02,C03,C04,,,,,
001103-00-1979, C02,,,,,,,
001103-00-1982, C02,C03,,,,,,
000502-00-0045, C02,C08,C07,C04,C03,,,
000502-00-0054, C02,C05,,,,,,
000502-00-0075, C02,C01,C05,C06,C04,,,
000502-00-0112, C02,C03,C04,C06,C05,C07,,
000502-00-0283, C02,C03,C04,,,,,
000502-00-0356, C02,C03,,,,,,
000502-00-0377, C02,C04,C06,,,,,
000502-00-0379, C02,C04,C08,C06,,,,
000502-00-0453, C02,C06,,,,,,
000502-00-0474, C02,C05,C07,C08,C03,C06,C04,C01
000502-00-0480, C02,,,,,,,
000502-00-0511, C02,C06,C03,C04,,,,
000502-00-0518, C02,C08,C03,C04,C06,,,
000502-00-0522, C02,C08,C06,,,,,
000502-00-0531, C02,C06,C01,C05,,,,
000502-00-0540, C02,C04,,,,,,
000502-00-0546, C02,C06,,,,,,
000502-00-0556, C02,C08,,,,,,
000502-00-0598, C02,C04,C06,C05,C08,,,
000502-00-0601, C02,,,,,,,
000502-00-0611, C02,,,,,,,
000502-00-0632, C02,C03,C04,C07,C08,C01,C05,C06
000502-00-0640, C02,C04,C08,C07,C06,,,
000502-00-0665, C02,C04,C06,,,,,
000502-00-0710, C02,,,,,,,
000502-00-0742, C02,C03,C04,C07,C08,,,
000502-00-0778, C02,C04,C03,C08,C07,,,
000502-00-0828, C02,C08,C03,C04,C07,C01,C06,C05
000502-00-0845, C02,C03,,,,,,
000502-00-0847, C02,C04,C05,,,,,
000502-00-0850, C02,C06,,,,,,
000502-00-0960, C02,,,,,,,
000502-00-0965, C02,,,,,,,
000502-00-1023, C02,,,,,,,
000502-00-1028, C02,C07,C04,C05,C06,C01,C03,C08
000502-00-1033, C02,C03,,,,,,
000502-00-1050, C02,C04,C03,C06,,,,
000502-00-1057, C02,,,,,,,
000502-00-1061, C02,C06,C04,,,,,
000502-00-1064, C02,C03,C08,C06,,,,
000502-00-1183, C02,C06,C04,C01,C03,C05,,
000502-00-1192, C02,,,,,,,
000502-00-1311, C02,C06,C04,C08,,,,
000502-00-1336, C02,C03,C04,C07,C08,,,
000502-00-1344, C02,C06,C03,C05,,,,
000502-00-1350, C02,C03,C08,C04,C07,,,
000502-00-1444, C02,,,,,,,
000502-00-1458, C02,C03,C08,,,,,
000502-00-1517, C04=C05=C08,C02,,,,,,
000502-00-1528, C02,,,,,,,
000502-00-1547, C02,,,,,,,
000502-00-1553, C02,C03,C04,C07,C08,,,
000502-00-1564, C02,,,,,,,
000502-00-1671, C02,C03,C04,C05,C06,C07,C08,C01
000502-00-1690, C02,C06,C08,C03,C07,C04,C01,C05
000502-00-1726, C02,C05,C08,,,,,
000502-00-1806, C02,C04,C07,,,,,
000502-00-1812, C02,C07,C04,C06,C08,,,
000502-00-1824, C02,,,,,,,
000502-00-1845, C02,C03,,,,,,
000502-00-1858, C02,C08,C03,,,,,
000502-00-1968, C02,C08,C03,,,,,
000502-00-1990, C02,C04,C05,C06,C07,C01,C03,C08
000502-00-2129, C02,C04,C05,C06,C03,,,
000502-00-2146, C02,,,,,,,
000502-00-2203, C02,C04,C05,C03,,,,
000502-00-2224, C02,C05,,,,,,
000502-00-2260, C02,C08,,,,,,
000502-00-2285, C02,C06,C07,C01,,,,
000502-00-2317, C02,C08,C07,C01,C03,C04,C05,C06
000502-00-0004, C02,C03,C04,C05,WI01,WI02,,
000802-00-0066, C02,C08,C01,C05,C06,,,
000802-00-0198, C02,C03,C08,C07,C04,,,
000802-00-0263, C02,,,,,,,
000802-00-0669, C02,C03,C05,C04,C06,,,
000802-00-0674, C02,C08,C03,C01,,,,
000802-00-0701, C02,C04,C08,C06,C07,,,
000802-00-0714, C02,C08,,,,,,
000802-00-0770, C02,C08,C03,C04,,,,
000802-00-1001, C02,C08,C03,C01,,,,
000802-00-1002, C02,C03,C04,C08,C07,C06,C05,
000802-00-1011, C02,C08,C07,C04,C03,C05,C01,C06
000802-00-1133, C02,C03,C04,C05,C07,,,
000802-00-1150, C02,C03,C07,,,,,
000802-00-1316, C02,C08,,,,,,
000802-00-1333, C02,,,,,,,
000802-00-1364, C02,C03,C04,C05,,,,
000802-00-1392, C02,C03,C01,C05,C06,,,
000802-00-1465, C02,C08,,,,,,
000802-00-1473, C02,C08,C01,C05,C06,,,
000802-00-1475, C02,C08,C05,C06,C03,C04,,
000802-00-1510, C02,C03,C04,C06,C01,,,
000802-00-1632, C02,,,,,,,
000802-00-1642, C02,C08,C03,C07,C06,C05,,
000802-00-1657, C02,,,,,,,
000802-00-1687, C02,C03,C07,C08,,,,
000802-00-1812, C02,,,,,,,
000802-00-1913, C02,C03,,,,,,
000802-00-1932, C02,C03,,,,,,
000802-00-2020, C02,C08,,,,,,
000802-00-2161, C02,,,,,,,
000802-00-2228, C02,C08,C03,C06,C04,C01,C07,C05
000802-00-0033, C02,C08,C03,C04,C07,,,
001102-00-0044, C02,C01,C03,C05,C06,C07,C08,
001102-00-0057, C02,C05,C06,,,,,
001102-00-0076, C02,C03,C04,C05,C06,,,
001102-00-0079, C02,C07,C08,C01,,,,
001102-00-0082, C02,,,,,,,
001102-00-0110, C02,C08,C04,C03,C07,,,
001102-00-0132, C02,C06,,,,,,
001102-00-0175, C02,C03,,,,,,
001102-00-0219, C02,,,,,,,
001102-00-0224, C02,,,,,,,
001102-00-0241, C02,C03,C04=C07=C08,,,,,
001102-00-0245, C02,C03,,,,,,
001102-00-0282, C02,C03,C01,,,,,
001102-00-0284, C02,,,,,,,
001102-00-0292, C02,,,,,,,
001102-00-0314, C02,,,,,,,
001102-00-0336, C02,C07,C03,,,,,
001102-00-0358, C02,C08,C06,,,,,
001102-00-0364, C02,C05,C04,C03,C08,C07,,
001102-00-0376, C02,C03,C05,C06,,,,
001102-00-0379, C02,C03,C04,C01,C06,C05,C07,C08
001102-00-0385, C02,C03,C05,,,,,
001102-00-0399, C02,C03,C04,C05,C06,C07,C08,
001102-00-0411, C02,C03,C04,C05,C06,C07,C01,
001102-00-0412, C02,,,,,,,
001102-00-0435, C02,C03,C04,C05,,,,
001102-00-0484, C02,C08,C06,C05=C07,C03,C01,C04,
001102-00-0489, C02,C03,C08,,,,,
001102-00-0493, C02,C03,C05,,,,,
001102-00-0507, C02,C06,C08,,,,,
001102-00-0512, C02,C03,C06,,,,,
001102-00-0531, C02,C08,C04,C03,,,,
001102-00-0541, C02,C03,,,,,,
001102-00-0549, C02,C03,,,,,,
001102-00-0556, C02,C04,C08,,,,,
001102-00-0558, C02,C06,,,,,,
001102-00-0604, C02,C03,C06,,,,,
001102-00-0626, C02,C01,C03,C04,C07,C08,,
001102-00-0661, C02,,,,,,,
001102-00-0679, C02,C03,,,,,,
001102-00-0685, C02,C01,C08,C03,C06,C04,C07,C05
001102-00-0690, C02,C03,C04,,,,,
001102-00-0695, C02,,,,,,,
001102-00-0697, C02,C06,,,,,,
001102-00-0701, C02,C04,C06,,,,,
001102-00-0705, C02,C07,C06,C03,C04,C05,,
001102-00-0714, C02,C08,C03,,,,,
001102-00-0730, C02,C03,C06,,,,,
001102-00-0747, C02,,,,,,,
001102-00-0758, C02,C03,C06,,,,,
001102-00-0760, C02,C03,C04,,,,,
001102-00-0766, C02,C03,C04,C08,C07,,,
001102-00-0770, C02,C03,C04,C08,C07,,,
001102-00-0785, C02,C03,,,,,,
001102-00-0790, C02,,,,,,,
001102-00-0791, C02,C03,C04,C07,C08,,,
001102-00-0811, C02,C03,,,,,,
001102-00-0812, C02,C03,,,,,,
001102-00-0815, C02,C03,C04,,,,,
001102-00-0835, C02,C03,C04,C08,,,,
001102-00-0842, C02,C07,C04,C06,C01,C03,,
001102-00-0848, C02,C03,,,,,,
001102-00-0854, C02,C06,C05,C03,,,,
001102-00-0864, C02,C03,,,,,,
001102-00-0869, C02,C03,C04,C07,,,,
001102-00-0871, C02,C03,,,,,,
001102-00-0887, C02,C03,,,,,,
001102-00-0939, C02,C04,,,,,,
001102-00-0945, C02,C03,C04,C06,C07,,,
001102-00-0956, C02,C06,C05,,,,,
001102-00-1004, C02,C04,C07,C08,C03,C01,C06,
001102-00-1047, C02,C01,C03,,,,,
001102-00-1073, C02,C03,C06,,,,,
001102-00-1092, C02,C07,C03,C04,,,,
001102-00-1098, C02,,,,,,,
001102-00-1101, C02,C03,,,,,,
001102-00-1108, C02,C03,,,,,,
001102-00-1110, C02,C03,,,,,,
001102-00-1117, C02,C03,C04,C05,,,,
001102-00-1139, C02,C03,,,,,,
001102-00-1154, C02,C03,,,,,,
001102-00-1161, C02,C03,,,,,,
001102-00-1164, C02,,,,,,,
001102-00-1172, C02,C03,C04,C08,C06,C01,C07,
001102-00-1179, C02,C03,C04,C07,C08,,,
001102-00-1185, C02,C03,,,,,,
001102-00-1196, C02,C03,,,,,,
001102-00-1225, C02,C04,C08,,,,,
001102-00-1239, C02,,,,,,,
001102-00-1245, C02,C03,,,,,,
001102-00-1251, C02,C03,,,,,,
001102-00-1255, C02,C03,C04,C07,,,,
001102-00-1260, C02,,,,,,,
001102-00-1267, C02,,,,,,,
001102-00-1272, C02,C03,C04,,,,,
001102-00-1273, C02,C04,C05,C06,C07,C03,,
001102-00-1301, C02,C03,,,,,,
001102-00-1303, C02,C03,C04,,,,,
001102-00-1335, C02,C03,,,,,,
001102-00-1340, C02,C03,C04,C07,C08,C06,C05,C01
001102-00-1353, C02,C03,C04,,,,,
001102-00-1360, C02,C06,,,,,,
001102-00-1364, C02,,,,,,,
001102-00-1368, C02,,,,,,,
001102-00-1373, C02,C05,C03,,,,,
001102-00-1378, C02,C03,C08,C07,C04,C05,C06,C01
001102-00-1389, C02,C03,,,,,,
001102-00-1397, C02,C08,,,,,,
001102-00-1419, C02,C03,,,,,,
001102-00-1437, C02,,,,,,,
001102-00-1457, C02,C01,,,,,,
001102-00-1473, C02,C03,C04,C07,C06,C08,,
001102-00-1487, C02,,,,,,,
001102-00-1491, C02,,,,,,,
001102-00-1511, C02,,,,,,,
001102-00-1526, C02,,,,,,,
001102-00-1560, C02,C03,,,,,,
001102-00-1571, C02,C03,C08,C06,C04,,,
001102-00-1574, C02,C06,C05,,,,,
001102-00-1595, C02,C07,C08,C03,C01,,,
001102-00-1603, C02,C03,C01,C07,,,,
001102-00-1618, C02,C03,C05,C07,,,,
001102-00-1626, C02,C06,C03,,,,,
001102-00-1653, C02,C03,C06,C04,,,,
001102-00-1664, C02,C03,,,,,,
001102-00-1670, C02,C03,,,,,,
001102-00-1683, C02,C03,C06,,,,,
001102-00-1687, C02,C03,C07,C08,C04,C06,,
001102-00-1706, C02,C04,,,,,,
001102-00-1749, C02,,,,,,,
001102-00-1769, C02,C03,,,,,,
001102-00-1800, C02,C03,C04,,,,,
001102-00-1837, C02,C03,C07,C01,,,,
001102-00-1898, C06=C07=C08,C02,C03,C04,,,,
001102-00-2008, C02,C03,C04,,,,,
001102-00-2073, C02,C03,,,,,,
001102-00-2091, C02,C03,C06,C08,C05,C07,,
001102-00-2107, C02,C07,C05,,,,,
001102-00-2113, C02,C03,C06,C08,,,,
001102-00-2131, C02,C03,C07,,,,,
001102-00-2135, C02,C03,C04,,,,,
001102-00-2153, C02,C07,,,,,,
001102-00-2157, C02,C07,C08,,,,,
001102-00-2177, C02,C04,C08,,,,,
001102-00-2202, C02,,,,,,,
001102-00-2225, C02,C03,C07,C06,C01,C08,,
001102-00-2251, C02,C03,C01,C05,,,,
001102-00-2271, C02,C04,C03,,,,,
001102-00-2285, C02,C01,C03,C06,C04,,,
001102-00-2295, C02,C03,C08,,,,,
001102-00-2298, C02,C04,C03,C05,,,,
001102-00-2301, C02,C03,C04,C06,C08,,,
001102-00-2319, C02,C07,C08,,,,,
001102-00-2343, C02,C03,,,,,,
001102-00-2351, C02,C03,C07,C08,C04,,,
001102-00-2373, C02,C04,C06,,,,,
001102-00-2380, C02,,,,,,,
001102-00-2399, C02,C03,C04,,,,,
001102-00-2406, C02,,,,,,,
001102-00-2433, C02,C03,C04,C08,,,,
001102-00-2447, C02,,,,,,,
001102-00-2457, C02,C03,C04,,,,,
001102-00-2470, C02,C03,,,,,,
001102-00-2487, C02,C04,C03,C08,C07,,,
001102-00-2519, C02,C03,,,,,,
001102-00-2535, C02,C03,C06,C04,,,,
001102-00-2542, C02,,,,,,,
001102-00-2549, C02,C03,,,,,,
001102-00-2553, C02,C03,,,,,,
001102-00-2572, C02,C06,C07,C08,C04,C03,C01,
001102-00-2650, C02,C04,,,,,,
001102-00-2656, C02,C07,C06,,,,,
001102-00-2660, C02,C07,C05,C06,,,,
001102-00-2667, C02,,,,,,,
001102-00-2726, C02,C08,,,,,,
001102-00-2768, C02,C07,C05,C08,C01,,,
001102-00-2811, C02,,,,,,,
001102-00-0014, C02,C07,C08,C03,WI01,WI02,,
001102-00-0018, C02,C03,C04,,,,,
000102-00-0003, C02,C03,C05,,,,,
000102-00-0005, C02,C06,,,,,,
000102-00-0030, C02,C03,C04,C07,C08,,,
000102-00-0076, C02,C03,,,,,,
000102-00-0119, C02,C03,,,,,,
000102-00-0162, C02,C03,C04,C07,C05,,,
000102-00-0181, C02,C03,C04,,,,,
000102-00-0199, C02,C03,,,,,,
000102-00-0201, C02,C04,,,,,,
000102-00-0290, C02,C03,C08,C07,,,,
000102-00-0324, C02,C03,,,,,,
000102-00-0329, C02,C03,C04,C06,C05,C08,C01,
000102-00-0336, C02,C06,C03,C07,C01,C04,C08,C05
000102-00-0364, C02,C08,C04,C05,C03,C06,C07,
000102-00-0366, C02,C03,C04,,,,,
000102-00-0400, C02,C07,C05,C03,C06,C01,,
000102-00-0411, C02,,,,,,,
000102-00-0415, C02,C03,C04,C08,C07,,,
000102-00-0417, C02,C08,,,,,,
000102-00-0437, C02,,,,,,,
000102-00-0440, C02,,,,,,,
000102-00-0441, C02,C03,C07,C04,,,,
000102-00-0444, C02,C03,C07,C04,,,,
000102-00-0470, C02,C03,,,,,,
000102-00-0477, C02,C03,C04,C07,C08,,,
000102-00-0484, C02,C03,C08,C07,C04,,,
000102-00-0491, C02,C03,,,,,,
000102-00-0494, C02,C03,C01,,,,,
000102-00-0501, C02,C03,C07,C08,,,,
000102-00-0519, C05=C07,C02,,,,,,
000102-00-0528, C02,C03,C05,C04,C06,,,
000102-00-0533, C02,C03,,,,,,
000102-00-0541, C02,,,,,,,
000102-00-0544, C02,,,,,,,
000102-00-0545, C02,C06,,,,,,
000102-00-0549, C02,C03,,,,,,
000102-00-0552, C02,,,,,,,
000102-00-0555, C02,C03,,,,,,
000102-00-0558, C02,,,,,,,
000102-00-0567, C02,C04,,,,,,
000102-00-0576, C02,C03,C04,C08,C01,C07,C06,C05
000102-00-0585, C02,C03,C04,,,,,
000102-00-0599, C02,C03,C04,,,,,
000102-00-0630, C02,C03,,,,,,
000102-00-0640, C02,,,,,,,
000102-00-0645, C02,C03,,,,,,
000102-00-0651, C02,C03,,,,,,
000102-00-0687, C02,C03,C07,,,,,
000102-00-0702, C02,,,,,,,
000102-00-0726, C02,C07,C08,C03,C04,C06,C05,
000102-00-0728, C02,C07,,,,,,
000102-00-0746, C02,C03,C04,C06,C05,C01,,
000102-00-0775, C02,C03,,,,,,
000102-00-0784, C02,C03,C07,,,,,
000102-00-0802, C02,C03,,,,,,
000102-00-0809, C02,,,,,,,
000102-00-0810, C02,C03,,,,,,
000102-00-0811, C02,C03,,,,,,
000102-00-0825, C02,C03,,,,,,
000102-00-0828, C02,C03,C01,C06,C05,C07,C04,
000102-00-0836, C02,C03,,,,,,
000102-00-0843, C02,C03,C08,,,,,
000102-00-0848, C02,C03,,,,,,
000102-00-0919, C02,C03,C04,C07,C08,C05,C06,C01
000102-00-0937, C02,C03,C04,C05,,,,
000102-00-0949, C02,C03,C08,C04,,,,
000102-00-0958, C02,C03,,,,,,
000102-00-0959, C02,C03,C04,C07,C01,C08,,
000102-00-0992, C02,,,,,,,
000102-00-0999, C02,C05,C03,,,,,
000102-00-1020, C02,C03,,,,,,
000102-00-1036, C02,C03,,,,,,
000102-00-1084, C02,C03,,,,,,
000102-00-1088, C02,C03,,,,,,
000102-00-1090, C02,C03,C04,,,,,
000102-00-1099, C02,C03,C04,C08,,,,
000102-00-1107, C02,C03,C08,,,,,
000102-00-1111, C02,,,,,,,
000102-00-1123, C02,C03,C06,C05,,,,
000102-00-1129, C02,C03,C08,,,,,
000102-00-1137, C02,C03,,,,,,
000102-00-1148, C02,C03,,,,,,
000102-00-1164, C02,C03,C08,,,,,
000102-00-1171, C02,,,,,,,
000102-00-1173, C02,,,,,,,
000102-00-1178, C02,C03,C04,C07,C05,C08,C01,
000102-00-1197, C02,C03,,,,,,
000102-00-1214, C02,,,,,,,
000102-00-1218, C02,C03,,,,,,
000102-00-1251, C02,C03,C08,C04,,,,
000102-00-1293, C02,C03,,,,,,
000102-00-1298, C02,C03,,,,,,
000102-00-1310, C02,,,,,,,
000102-00-1313, C02,,,,,,,
000102-00-1362, C02,C01,C03,,,,,
000102-00-1377, C02,C04,C06,,,,,
000102-00-1420, C02,C03,,,,,,
000102-00-1433, C02,C03,,,,,,
000102-00-1460, C02,C08,C01,,,,,
000102-00-1464, C02,C08,C01,,,,,
000102-00-1489, C02,C08,C05,C04,C03,C01,C06,C07
000102-00-1522, C02,C03,,,,,,
000102-00-1596, C02,,,,,,,
000102-00-1607, C02,C03,C04,,,,,
000102-00-1621, C02,C03,,,,,,
000102-00-1645, C02,C03,,,,,,
000102-00-1652, C02,C03,C05,C01,,,,
000102-00-1663, C02,C03,C06,C01,C04,,,
000102-00-1665, C02,C07,,,,,,
000102-00-1681, C02,C03,C04,,,,,
000102-00-1697, C02,C05,C01,,,,,
000102-00-1758, C02,C03,,,,,,
000102-00-1759, C02,C03,,,,,,
000102-00-1765, C02,C03,C07,C04,C05,C08,,
000102-00-1821, C02,C06,,,,,,
000102-00-1831, C02,C08,C07,,,,,
000102-00-1901, C02,C04,C07,C06,,,,
000102-00-1908, C02,C03,C07,,,,,
000102-00-1944, C02,,,,,,,
000102-00-0004, C02,C04,C01,C06,C07,C08,C03,
000901-00-0030, C02,C03,C06,,,,,
000901-00-0036, C02,C03,C01,,,,,
000901-00-0083, C02,C03,C08,C07,,,,
000901-00-0092, C02,,,,,,,
000901-00-0104, C02,C05,C06,C01,C03,,,
000901-00-0109, C02,C03,C04,C06,C07,,,
000901-00-0117, C02,C04,C03,C05,C06,C07,C01,
000901-00-0122, C02,C03,C05,,,,,
000901-00-0123, C02,C04,C03,C05,C06,C01,,
000901-00-0137, C02,C06,,,,,,
000901-00-0138, C02,C03,C01,C05,C06,C07,,
000901-00-0170, C02,C06,C05,C01,,,,
000901-00-0235, C02,C08,C06,C03,C04,C05,C01,
000901-00-0304, C02,C03,C07,,,,,
000901-00-0323, C02,C03,C08,C05,C07,,,
000901-00-0332, C02,C03,C06,C05,,,,
000901-00-0335, C02,C03,C05,C01,,,,
000901-00-0348, C02,,,,,,,
000901-00-0383, C02,C03,,,,,,
000901-00-0453, C02,C04,C08,C07,,,,
000901-00-0489, C02,C03,,,,,,
000901-00-0507, C02,C03,,,,,,
000901-00-0568, C02,C08,C04,C07,,,,
000901-00-0588, C04=C07,C02,C03,,,,,
000901-00-0613, C02,,,,,,,
000901-00-0663, C02,C03,C05,C07,C08,C06,C04,C01
000901-00-0736, C02,C04,C07,C08,,,,
000901-00-0756, C02,,,,,,,
000901-00-0772, C02,C04,C06,C05,C03,,,
000901-00-0777, C02,C04,C07,,,,,
000901-00-0788, C02,C03,C08,C04,C07,,,
000901-00-0796, C02,C03,,,,,,
000901-00-0811, C02,C05,C04,,,,,
000901-00-0819, C02,C06,C08,,,,,
000901-00-0823, C02,C03,C04,C07,C08,C06,,
000901-00-0825, C02,C07,C03,C08,C04,,,
000901-00-0898, C02,,,,,,,
000901-00-0902, C02,,,,,,,
000901-00-0905, C02,C05,,,,,,
000901-00-0908, C02,C08,C05,,,,,
000901-00-0909, C02,C03,,,,,,
000901-00-0912, C02,C03,C06,,,,,
000901-00-0946, C02,,,,,,,
000901-00-0976, C02,C03,C08,,,,,
000901-00-0984, C02,C03,C04,C07,C08,,,
000901-00-1039, C02,C01,C05,C08,C06,C07,,
000901-00-1126, C02,C03,C05,C07,C08,,,
000901-00-1147, C02,,,,,,,
000901-00-1157, C02,C03,C06,,,,,
000901-00-1159, C02,C03,,,,,,
000901-00-1161, C02,C04,C06,C07,C08,,,
000901-00-1167, C02,C04,C03,C07,C08,C05,,
000901-00-1226, C02,C03,,,,,,
000901-00-1247, C02,,,,,,,
000901-00-1266, C02,C05,,,,,,
000901-00-1271, C02,,,,,,,
000901-00-1287, C02,C03,,,,,,
000901-00-1289, C02,C03,,,,,,
000901-00-1351, C02,,,,,,,
000901-00-1390, C02,,,,,,,
000901-00-1395, C02,C08,C03,C05,C07,C04,,
000901-00-1396, C02,C03,C05,C08,C07,,,
000901-00-1398, C02,C08,C07,,,,,
000901-00-1417, C02,C03,C05,C01,C06,,,
000901-00-1419, C01=C03=C04=C05=C06=C07=C08,C02,,,,,,
000901-00-1424, C02,C03,C06,C01,,,,
000901-00-1433, C02,C08,,,,,,
000901-00-1435, C02,C03,,,,,,
000901-00-1437, C02,C03,C07,C04,C08,,,
000901-00-1443, C02,,,,,,,
000901-00-1498, C02,C01,C03,C05,C06,C08,C07,
000901-00-1508, C02,C03,,,,,,
000901-00-0754, C02,,,,,,,
000901-00-0775, C02,,,,,,,
000901-00-0778, C02,,,,,,,
000901-00-0795, C02,C03,,,,,,
000901-00-0812, C02,C03,,,,,,
000901-00-0865, C02,C03,C04,C06,C05,,,
000901-00-0875, C02,C03,C08,,,,,
000901-00-0876, C02,C03,C08,C05,,,,
000901-00-0883, C02,C08,C07,C03,C04,,,
000901-00-0904, C02,C03,C04,,,,,
000901-00-0920, C02,C03,C05,,,,,
000901-00-0936, C02,C08,C07,C06,C05,C04,C03,C01
000901-00-0960, C02,C08,,,,,,
000901-00-1024, C02,C04,C06,C01,C05,C08,C07,C03
000901-00-1025, C02,C03,C05,C08,C01,,,
000901-00-1071, C02,C05,,,,,,
000901-00-1096, C02,C08,C06,C04,,,,
000901-00-1125, C02,C03,C04,C07,C08,C01,C06,C05
000901-00-1133, C02,C08,,,,,,
000901-00-1151, C02,C06,C05,C01,,,,
000901-00-1159, C02,,,,,,,
000901-00-1178, C02,C08,,,,,,
000901-00-1264, C02,C03,C07,C08,C05,C06,C01,
000901-00-1312, C02,C03,C04,C07,C05,C08,,
000901-00-1457, C02,C03,C04,,,,,
000901-00-0012, C02,C03,C08,C04,C07,C05,C06,WI01
000901-00-0019, C02,C07,C08,C03,C04,C05,C06,WI01
000602-00-0091, C02,,,,,,,
000602-00-0105, C02,C04,C03,,,,,
000602-00-0144, C02,C03,C04,C07,C08,,,
000602-00-0212, C02,C03,C05,C06,C01,,,
000602-00-0290, C02,C03,C06,C08,,,,
000602-00-0330, C02,C06,,,,,,
000602-00-0384, C02,,,,,,,
000602-00-0402, C02,,,,,,,
000602-00-0421, C02,C03,C04,C01,C05,,,
000602-00-0442, C02,C03,C04,C07,C08,C01,,
000602-00-0450, C02,C03,C05=C07,,,,,
000602-00-0452, C02,C03,C07,C04,,,,
000602-00-0563, C02,,,,,,,
000602-00-0574, C02,C03,C04,C07,C08,,,
000602-00-0598, C02,C03,C08,C07,C06,C04,C05,
000602-00-0609, C02,C03,,,,,,
000602-00-0765, C02,C03,C04,,,,,
000602-00-0795, C02,C06,C07,C08,C05,C04,,
000602-00-0812, C02,C03,C06,C04,C07,C08,C01,C05
000602-00-0832, C02,,,,,,,
000602-00-0834, C02,C03,,,,,,
000602-00-0841, C02,C05,,,,,,
000602-00-0869, C02,C04,C06,C08,C03,C07,C05,C01
000602-00-0905, C02,C03,,,,,,
000602-00-0909, C02,C06,,,,,,
000602-00-0917, C02,C03,C04,C07,C08,C01,C05,C06
000602-00-0932, C02,C04,C06,C03,,,,
000602-00-0945, C02,,,,,,,
000602-00-0968, C02,C03,C04,C06,C07,C08,C01,
000602-00-0974, C02,,,,,,,
000602-00-0977, C02,C06,,,,,,
000602-00-0989, C02,C03,C06,C05,C01,,,
000602-00-1006, C02,,,,,,,
000602-00-1013, C02,C03,C04,,,,,
000602-00-1109, C02,C05,C06,C07,C04,C08,C03,C01
000602-00-1118, C02,C03,C06,C05,,,,
000602-00-1135, C02,,,,,,,
000602-00-1138, C02,C06,C03,,,,,
000602-00-1173, C02,C07,C08,C03,C04,,,
000602-00-1186, C02,C03,,,,,,
000602-00-1224, C03=C04=C07=C08,C02,,,,,,
000602-00-1251, C02,C03,,,,,,
000602-00-1279, C02,C03,,,,,,
000602-00-1316, C02,C03,,,,,,
000602-00-1366, C02,C08,C04,,,,,
000602-00-1384, C02,C03,C07,,,,,
000602-00-1424, C02,,,,,,,
000602-00-1477, C02,C03,,,,,,
000602-00-1511, C02,C03,C07,C08,,,,
000602-00-1550, C02,,,,,,,
000602-00-1567, C02,,,,,,,
000602-00-1570, C02,,,,,,,
000602-00-1591, C02,C04,C03,C08,C07,,,
000602-00-1598, C02,C05,C03,,,,,
000602-00-1613, C02,C03,C04,C07,C08,C05,C01,
000602-00-1641, C02,C05,,,,,,
000602-00-1708, C02,C03,C07,C08,,,,
000602-00-1719, C02,C04,C03,C05,C08,C07,C06,C01
000602-00-1812, C02,C03,C04,,,,,
000602-00-1818, C02,C03,C05,C06,,,,
000602-00-1858, C02,C07,C06,C01,C03,C05,C04,
000602-00-1862, C02,C03,C05,,,,,
000602-00-1934, C02,C03,,,,,,
000602-00-1955, C02,C06,C04,C01,,,,
000701-00-0075, C02,C03,C06,C05,,,,
000701-00-0130, C02,C04,C05,,,,,
000701-00-0141, C02,C08,,,,,,
000701-00-0335, C02,,,,,,,
