ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice
000903-00-1125, C01,C07,C08,C05,C04,C03,,,
000903-00-1136, C01,C07,C08,C02,C09,C03,C04,C05,C06
000903-00-1179, C01,C08,,,,,,,
000903-00-1187, C01,C08,,,,,,,
000903-00-1193, C01,,,,,,,,
000903-00-1195, C01,,,,,,,,
000903-00-1203, C01,C02,C09,,,,,,
000903-00-1208, C01,C09,C08,C02,,,,,
000903-00-1251, C01,C07,C02,C04,,,,,
000903-00-1268, C01,C04,C09,,,,,,
000903-00-1317, C01,C02,C08,,,,,,
000903-00-1334, C01,C03,C07,C02,C04,,,,
000903-00-1339, C01,C04,C09,C08,C07,C06,,,
000903-00-1419, C01,C05,C07,C03,C06,C08,,,
000903-00-1421, C01,C07,C05,C06,C03,,,,
000903-00-0156, C01,C09,C06,C08,C05,C02,C04,,
000903-00-0196, C01,C03,C07,,,,,,
000903-00-0199, C01,C02,C08,,,,,,
000903-00-0203, C01,C09,C03,C08,C07,C02,C06,C04,C05
000903-00-0212, C01,C08,C09,C07,C03,,,,
000401-00-0047, C01,C06,,,,,,,
000401-00-0173, C01,C08,C03,C02,,,,,
000401-00-0177, C01,C08,C03,,,,,,
000401-00-0206, C01,C08,C06,,,,,,
000401-00-0219, C01,C09,C08,C07,C06,C04,C03,,
000401-00-0283, C01,C06,C03,C07,C09,C04,C08,C02,
000401-00-0287, C01,,,,,,,,
000401-00-0342, C01,C07,C04,C02,C06,C09,C05,C08,C03
000401-00-0350, C01,C03,C05,C06,C07,,,,
000401-00-0418, C01,C07,C08,,,,,,
000401-00-0473, C01,C06,C04,C03,C02,C08,,,
000401-00-0532, C01,C03,C05,C07,,,,,
000401-00-0545, C01,C02,C07,C09,,,,,
000401-00-0649, C01,C07,C08,C09,C04,C06,C02,,
000401-00-0672, C01,C03,C05,C07,C06,,,,
000401-00-0775, C01,C03,C08,C04,C05,C07,C09,C02,C06
000401-00-0777, C01,C06,C03,C09,C04,C08,C02,C07,C05
000401-00-0804, C01,C06,C08,,,,,,
000401-00-0819, C01,C03,C05,,,,,,
000401-00-0855, C01,C03,C04,C02,C09,C08,,,
000401-00-0909, C01,C07,C04,C08,C03,C09,C06,C02,C05
000401-00-0976, C01,C03,C07,C05,C06,,,,
000401-00-1071, C01,C06,C09,C02,C04,,,,
000401-00-1108, C01,C02,C04,,,,,,
000401-00-1114, C01,C08,C07,C03,C02,C09,,,
000401-00-1156, C01,C07,C04,C08,C02,C03,C05,C06,C09
000401-00-1157, C01,C09,C06,C08,C04,C02,C03,C05,
000401-00-1180, C01,C02,C04,C08,C09,C05,,,
000401-00-1235, C01,,,,,,,,
000401-00-1247, C01,C04,,,,,,,
000401-00-1273, C01,C04,C06,C09,C02,C03,,,
000401-00-1277, C01,C09,,,,,,,
000401-00-0059, C01,C06,C03,C08,C05,C04,C07,C09,C02
000401-00-0060, C01,C07,C04,,,,,,
000103-00-0178, C01,,,,,,,,
000103-00-0251, C01,C03,C06,C07,C09,,,,
000103-00-0431, C01,C04,C05,C07,C08,,,,
000103-00-0507, C01,C07,C05,C03,,,,,
000103-00-0573, C01,C02,,,,,,,
000103-00-0698, C01,C08,C07,,,,,,
000103-00-0702, C01,,,,,,,,
000103-00-0723, C01,C06,C07,C05,C03,,,,
000103-00-0734, C01,C04,,,,,,,
000103-00-0746, C01,C02,C08,C04,C07,,,,
000103-00-0761, C01,C07,C04,,,,,,
000103-00-0766, C01,C08,,,,,,,
000103-00-0812, C01,C02,C08,,,,,,
000103-00-1038, C01,C07,C08,,,,,,
000103-00-1057, C01,C09,C04,C02,C07,C08,,,
000902-00-0036, C01,C07,C08,C04,,,,,
000902-00-0056, C01,C03,C07,C09,C04,,,,
000902-00-0060, C01,C03,C07,,,,,,
000902-00-0074, C01,,,,,,,,
000902-00-0078, C01,C07,C03,,,,,,
000902-00-0082, C01,,,,,,,,
000902-00-0106, C01,C05,C08,C02,,,,,
000902-00-0110, C01,C05,C08,,,,,,
000902-00-0123, C01,C03,C04,C05,C08,C02,,,
000902-00-0125, C01,C03,,,,,,,
000902-00-0130, C01,C08,C02,,,,,,
000902-00-0133, C01,C08,C03,C04,C02,,,,
000902-00-0137, C01,C03,C08,C07,,,,,
000902-00-0140, C01,C07,C09,,,,,,
000902-00-0150, C01,C02,C08,C06,C07,,,,
000902-00-0193, C01,C03,C07,C04,C02,,,,
000902-00-0195, C01,C03,C07,C04,C02,,,,
000902-00-0212, C01,C07,C08,C03,,,,,
000902-00-0233, C01,C07,C05,C03,C02,,,,
000902-00-0247, C01,C08,C07,C03,,,,,
000902-00-0262, C01,C04,C08,C07,,,,,
000902-00-0268, C01,C02,C08,,,,,,
000902-00-0280, C01,C02,C09,,,,,,
000902-00-0282, C01,C05,C08,C04,C09,C06,,,
000902-00-0286, C01,,,,,,,,
000902-00-0287, C01,C02,,,,,,,
000902-00-0296, C01,,,,,,,,
000902-00-0300, C01,C02,C05,C04,,,,,
000902-00-0311, C01,C03,,,,,,,
000902-00-0319, C01,C08,C05,C07,,,,,
000902-00-0339, C01,,,,,,,,
000902-00-0341, C01,,,,,,,,
000902-00-0343, C01,C08,,,,,,,
000902-00-0348, C01,C04,C03,C07,C08,C06,,,
000902-00-0350, C01,C03,C08,,,,,,
000902-00-0368, C01,C09,C05,C04,C02,C08,C06,C07,
000902-00-0371, C01,C05,,,,,,,
000902-00-0388, C01,C08,C02,C06,C03,,,,
000902-00-0399, C01,C08,C03,,,,,,
000902-00-0405, C01,C03,C07,C09,,,,,
000902-00-0429, C01,C09,C07,C03,C02,C04,,,
000902-00-0437, C01,C08,C04,,,,,,
000902-00-0441, C01,C03,C08,C04,C05,C07,C02,,
000902-00-0461, C01,C08,C04,C09,C07,,,,
000902-00-0465, C01,,,,,,,,
000902-00-0468, C01,C07,C08,C03,,,,,
000902-00-0486, C01,,,,,,,,
000902-00-0508, C01,C09,C04,C02,C03,,,,
000902-00-0599, C01,C07,C02,C03,C04,C06,C05,C08,C09
000902-00-0634, C01,C07,C05,C04,,,,,
000902-00-0637, C01,C05,C06,C03,C07,,,,
000902-00-0646, C01,C05,C08,,,,,,
000902-00-0667, C01,C09,,,,,,,
000902-00-0686, C01,C02,C07,C04,C03,C09,C08,,
000902-00-0698, C01,C07,C02,C06,C03,C04,,,
000902-00-0706, C01,,,,,,,,
000902-00-0719, C01,C08,C09,C07,,,,,
000902-00-0737, C01,C08,C04,C03,,,,,
000902-00-0745, C01,C03,C08,C09,C05,C06,C07,C04,C02
000902-00-0746, C01,,,,,,,,
000902-00-0753, C01,C03,C07,C05,C06,C09,C08,C04,C02
000902-00-0830, C01,C08,C07,C03,C05,C02,C04,C09,
000902-00-0841, C01,C08,,,,,,,
000902-00-0845, C01,C03,C04,C02,C07,C09,,,
000902-00-0877, C01,C08,C07,C09,C03,C02,,,
000902-00-0883, C01,C08,C09,,,,,,
000902-00-0885, C01,C05,,,,,,,
000902-00-0888, C01,C07,C08,C02,C05,C04,C09,C03,C06
000902-00-0889, C01,C07,C08,C04,C09,C02,,,
000902-00-0891, C01,C04,C02,C03,,,,,
000902-00-0911, C01,C08,C07,,,,,,
000902-00-0921, C01,C04,C08,C02,C05,,,,
000902-00-0924, C01,C05,C08,C03,,,,,
000902-00-0933, C01,C08,,,,,,,
000902-00-0949, C01,C03,C08,C09,C04,C07,,,
000902-00-0951, C01,C08,C07,,,,,,
000902-00-0964, C01,C04,,,,,,,
000902-00-0968, C01,C09,C05,C08,,,,,
000902-00-0974, C01,C04,C07,C09,,,,,
000902-00-0988, C01,C02,C08,C09,,,,,
000902-00-1005, C01,C08,,,,,,,
000902-00-1047, C01,C02,C07,C03,C05,,,,
000902-00-1075, C01,C02,C04,C09,,,,,
000902-00-1089, C01,C08,C02,,,,,,
000902-00-1095, C01,,,,,,,,
000902-00-1098, C01,,,,,,,,
000902-00-1177, C01,,,,,,,,
000902-00-1182, C01,C08,C09,,,,,,
000902-00-1183, C01,C08,C02,,,,,,
000902-00-1187, C01,C09,C08,C04,C05,C06,,,
000902-00-1190, C01,C04,C07,,,,,,
000902-00-1223, C01,,,,,,,,
000902-00-1227, C01,C08,C03,C04,,,,,
000902-00-1236, C01,C07,C08,C02,C04,,,,
000902-00-1247, C01,C05,C07,C08,,,,,
000902-00-1261, C01,,,,,,,,
000902-00-1291, C01,C07,C03,C08,C09,C04,,,
000902-00-1294, C01,C03,C08,C04,C06,C09,,,
000902-00-1308, C01,,,,,,,,
000902-00-1325, C01,C08,C07,C04,C03,C09,,,
000902-00-1341, C01,C08,,,,,,,
000902-00-1343, C01,C02,C08,C09,C04,,,,
000902-00-1346, C01,C02,C08,,,,,,
000902-00-1377, C01,C07,,,,,,,
000902-00-1383, C01,C08,C03,C06,C07,,,,
000902-00-1395, C01,C07,C03,C02,C09,,,,
000902-00-1399, C01,C09,C07,C03,C02,,,,
000902-00-1402, C01,C09,C08,,,,,,
000902-00-1466, C01,,,,,,,,
000902-00-1473, C01,C09,,,,,,,
000902-00-1480, C01,C07,C05,C03,,,,,
000902-00-1482, C01,C07,C04,C03,C02,C09,C08,C06,C05
000902-00-1483, C01,C08,,,,,,,
000902-00-1486, C01,C06,C07,C08,,,,,
000902-00-1509, C01,,,,,,,,
000902-00-1511, C01,,,,,,,,
000902-00-1514, C01,C07,C04,C02,C08,C03,,,
000902-00-1516, C01,C05,C06,,,,,,
000902-00-1518, C01,,,,,,,,
000902-00-1524, C01,C08,C07,C03,C02,C04,C05,C06,
000902-00-1532, C01,C02,C08,C03,C04,C05,C06,C07,C09
000902-00-1534, C01,,,,,,,,
000902-00-1537, C01,C08,C03,C06,C05,C04,C02,C07,C09
000902-00-1538, C01,,,,,,,,
000902-00-1546, C01,C03,C05,C06,C07,,,,
000902-00-1552, C01,C08,,,,,,,
000902-00-1580, C01,C07,C08,C04,,,,,
000902-00-1595, C01,C02,,,,,,,
000902-00-1623, C01,C08,C04,C06,C07,,,,
000902-00-0046, C01,WI01,WI02,,,,,,
000902-00-0047, C01,WI01,,,,,,,
000803-00-0034, C01,,,,,,,,
000803-00-0037, C01,C03,C06,C07,,,,,
000803-00-0148, C01,,,,,,,,
000202-00-0012, C01,C04,C08,C09,,,,,
000202-00-0056, C01,C09,C08,C07,,,,,
000201-00-0026, C01,C02,,,,,,,
000201-00-0052, C01,,,,,,,,
000201-00-0099, C01,C02,,,,,,,
000201-00-0175, C01,C08,,,,,,,
000201-00-0311, C01,,,,,,,,
000201-00-0328, C01,C07,,,,,,,
000201-00-0366, C01,C07,C04,C06,C08,C09,C03,,
000201-00-0374, C01,C08,C04,,,,,,
000201-00-0461, C01,C08,,,,,,,
000201-00-0562, C01,C02,C07,C05,C04,,,,
000201-00-0601, C01,C03,C05,,,,,,
000201-00-0602, C01,C04,C08,,,,,,
000201-00-0639, C01,C08,C02,,,,,,
000201-00-0830, C01,,,,,,,,
000201-00-0864, C01,C04,C05,C06,C07,C03,,,
000201-00-0877, C01,C04,,,,,,,
000201-00-0890, C01,,,,,,,,
000201-00-0981, C01,,,,,,,,
000701-00-0014, C01,C09,C07,,,,,,
000701-00-0062, C01,C09,C08,,,,,,
000701-00-0063, C01,C06,,,,,,,
000701-00-0114, C01,C08,C09,C04,C02,,,,
000701-00-0137, C01,,,,,,,,
000701-00-0187, C01,C09,C07,,,,,,
000701-00-0195, C01,,,,,,,,
000701-00-0198, C01,C07,C03,C08,C04,C02,,,
000701-00-0206, C01,,,,,,,,
000701-00-0241, C01,C07,C02,,,,,,
000701-00-0287, C01,C09,,,,,,,
000701-00-0288, C01,C08,,,,,,,
000701-00-0309, C01,C09,,,,,,,
000701-00-0328, C01,C09,,,,,,,
000701-00-0333, C01,C09,C02,C08,C04,,,,
000701-00-0368, C01,C08,,,,,,,
000701-00-0369, C01,C08,,,,,,,
000701-00-0371, C01,C02,C07,C05,C06,C03,,,
000701-00-0397, C01,C05,C06,,,,,,
000701-00-0411, C01,,,,,,,,
000701-00-0446, C01,C08,C05,C03,,,,,
000701-00-0473, C01,C02,C08,C03,,,,,
000701-00-0476, C01,,,,,,,,
000701-00-0478, C01,C08,C04,C05,C03,,,,
000701-00-0488, C01,C09,C08,,,,,,
000701-00-0502, C01,C08,C05,C04,C03,C06,C07,C02,C09
000701-00-0523, C01,,,,,,,,
000701-00-0535, C01,C08,,,,,,,
000701-00-0536, C01,C05,C07,,,,,,
000701-00-0551, C01,C07,C08,C03,C04,C09,,,
000701-00-0553, C01,C07,C08,C03,C04,C09,,,
000701-00-0557, C01,C06,C03,,,,,,
000701-00-0558, C01,C03,C05,C07,,,,,
000701-00-0568, C01,C07,,,,,,,
000701-00-0586, C01,C08,C03,,,,,,
000701-00-0588, C01,C08,C06,C09,C04,C07,,,
000701-00-0635, C01,C07,,,,,,,
000701-00-0637, C01,C02,C05,,,,,,
000701-00-0638, C01,C08,C04,C06,C09,C07,,,
000701-00-0651, C01,C07,C08,C09,C04,C02,C03,C05,C06
000701-00-0653, C01,C08,,,,,,,
000701-00-0663, C01,C03,C08,C04,C05,C06,C07,C09,C02
000701-00-0709, C01,C08,C04,C09,C03,C06,C07,C05,C02
000701-00-0712, C01,C08,C09,C07,C04,,,,
000701-00-0735, C01,C08,,,,,,,
000701-00-0749, C01,C07,C09,C08,C03,C04,,,
000701-00-0777, C01,,,,,,,,
000701-00-0785, C01,,,,,,,,
000701-00-0789, C01,C07,C08,C09,,,,,
000701-00-0797, C01,C06,C03,C09,C08,C02,,,
000701-00-0801, C01,C08,C07,C03,C06,,,,
000701-00-0806, C01,C08,C03,C06,C04,C02,C09,C05,
000701-00-0836, C01,C08,C09,,,,,,
000701-00-0883, C01,C08,,,,,,,
000701-00-0901, C01,C06,C08,C05,,,,,
000701-00-0905, C01,C05,,,,,,,
000701-00-0907, C01,,,,,,,,
000701-00-0910, C01,C07,,,,,,,
000701-00-0919, C01,C08,C07,C06,C05,C03,C09,C04,C02
000701-00-0921, C01,C08,,,,,,,
000701-00-0933, C01,C08,C06,C07,C04,C09,,,
000701-00-1009, C01,C09,C02,,,,,,
000701-00-1028, C01,C06,C04,C09,C08,C02,,,
000701-00-1050, C01,C03,C07,C08,C04,C09,C02,,
000701-00-1088, C01,C08,C09,C02,,,,,
000701-00-1092, C01,C07,C03,C06,,,,,
000701-00-1109, C01,C03,C09,,,,,,
000701-00-1113, C01,,,,,,,,
000701-00-1116, C01,C03,C07,C08,,,,,
000701-00-1129, C01,C08,C03,,,,,,
000701-00-1132, C01,C09,C08,,,,,,
000701-00-1145, C01,C09,,,,,,,
000701-00-1147, C01,C08,C04,,,,,,
000701-00-1153, C01,C03,,,,,,,
000701-00-1162, C01,C07,C09,C08,C04,C02,C06,C05,
000701-00-1185, C01,C03,C04,C05,,,,,
000701-00-1214, C01,C04,C06,,,,,,
000701-00-1216, C01,C06,C02,C09,,,,,
000701-00-1232, C01,,,,,,,,
000701-00-1234, C01,C09,C02,,,,,,
000701-00-0054, C01,C05,C03,C09,C02,C04,WI01,,
000503-00-0023, C01,C03,C05,C06,C07,C08,,,
000503-00-0025, C01,C07,C04,C08,,,,,
000503-00-0038, C01,C07,,,,,,,
000503-00-0049, C01,C07,,,,,,,
000503-00-0051, C01,C03,C08,C04,C07,C09,C02,,
000503-00-0066, C01,,,,,,,,
000503-00-0093, C01,C07,C03,C02,C04,,,,
000503-00-0102, C01,C08,C09,C03,C07,C02,C05,C06,C04
000503-00-0121, C01,C03,,,,,,,
000503-00-0126, C01,C02,C08,,,,,,
000503-00-0131, C01,,,,,,,,
000503-00-0140, C01,C02,C03,C09,,,,,
000503-00-0191, C01,C09,C03,C06,C07,,,,
000503-00-0194, C01,C09,C04,C03,C05,C06,C07,C02,C08
000503-00-0220, C01,C03,C07,,,,,,
000503-00-0223, C01,C07,C03,C02,C06,,,,
000503-00-0238, C01,,,,,,,,
000503-00-0251, C01,C04,C09,C07,C08,C06,,,
000503-00-0270, C01,,,,,,,,
000503-00-0279, C01,C07,C03,,,,,,
000503-00-0311, C01,C02,,,,,,,
000503-00-0319, C01,C07,C09,C04,C02,,,,
000503-00-0360, C01,C02,,,,,,,
000503-00-0376, C01,C02,,,,,,,
000503-00-0379, C01,C07,C06,C02,C03,C04,,,
000503-00-0386, C01,C05,C08,C02,C09,C07,,,
000503-00-0408, C01,,,,,,,,
000503-00-0423, C01,C02,C07,C06,C05,C03,C09,,
000503-00-0486, C01,C09,C08,C06,,,,,
000503-00-0490, C01,C03,C08,C06,,,,,
000503-00-0526, C01,C07,C02,C08,C09,C04,,,
000503-00-0545, C01,C07,C08,C02,C04,C09,,,
000503-00-0557, C01,C04,C08,C07,,,,,
000503-00-0563, C01,C08,C07,C03,C09,C06,,,
000503-00-0570, C01,C07,C06,C05,C03,C02,,,
000503-00-0617, C01,C04,,,,,,,
000503-00-0630, C01,,,,,,,,
000503-00-0640, C01,C05,C02,,,,,,
000503-00-0643, C01,,,,,,,,
000503-00-0647, C01,C07,C08,C02,C05,C03,,,
000503-00-0655, C01,C09,,,,,,,
000503-00-0659, C01,C03,C08,,,,,,
000503-00-0661, C01,C05,C08,,,,,,
000503-00-0675, C01,C07,C02,,,,,,
000503-00-0698, C01,C06,C08,,,,,,
000503-00-0700, C01,C02,C04,,,,,,
000503-00-0752, C01,C02,C03,,,,,,
000503-00-0755, C01,C06,,,,,,,
000503-00-0759, C01,C02,,,,,,,
000503-00-0764, C01,C03,C06,,,,,,
000503-00-0800, C01,C04,C07,C08,C03,,,,
000503-00-0811, C01,C09,C04,C07,,,,,
000503-00-0840, C01,C03,C09,C02,,,,,
000503-00-0865, C01,C07,C06,,,,,,
000503-00-0876, C01,C07,,,,,,,
000503-00-0881, C01,C03,C02,,,,,,
000503-00-0897, C01,C07,,,,,,,
000503-00-0899, C01,C07,,,,,,,
000503-00-0902, C01,C08,,,,,,,
000503-00-0916, C01,C08,C07,C04,C03,C06,C05,C09,C02
000503-00-0918, C01,C07,C09,C02,,,,,
000503-00-0919, C01,C07,,,,,,,
000503-00-0046, C01,C02,C08,C04,C07,C09,,,
000503-00-0048, C01,C04,C09,C08,C07,,,,
000801-00-0069, C01,,,,,,,,
000801-00-0072, C01,C09,,,,,,,
000801-00-0084, C01,C08,C03,C07,,,,,
000801-00-0088, C01,C08,C07,C03,C09,,,,
000801-00-0090, C01,C09,C08,,,,,,
000801-00-0095, C01,C09,C08,,,,,,
000801-00-0108, C01,C08,C03,C07,C09,C02,C05,C06,C04
000801-00-0117, C01,C03,C07,C06,C05,,,,
000801-00-0119, C01,C08,C09,,,,,,
000801-00-0124, C01,C03,C05,C06,C07,,,,
000801-00-0138, C01,C09,C06,,,,,,
000801-00-0152, C01,C07,C03,C08,C02,C04,,,
000801-00-0156, C01,,,,,,,,
000801-00-0157, C01,,,,,,,,
000801-00-0161, C01,C07,C02,,,,,,
000801-00-0200, C01,,,,,,,,
000801-00-0213, C01,C08,C09,C07,,,,,
000801-00-0222, C01,C08,C07,C05,C02,C03,,,
000801-00-0223, C01,C03,C06,,,,,,
000801-00-0225, C01,,,,,,,,
000801-00-0336, C01,,,,,,,,
000801-00-0338, C01,C08,C09,C03,,,,,
000801-00-0344, C01,,,,,,,,
000801-00-0346, C01,C09,,,,,,,
000801-00-0389, C01,,,,,,,,
000801-00-0393, C01,,,,,,,,
000801-00-0422, C01,C07,C08,C09,,,,,
000801-00-0427, C01,C08,,,,,,,
000801-00-0436, C01,C07,C09,C04,C08,C02,C06,C05,
000801-00-0454, C01,C07,C09,C04,,,,,
000801-00-0458, C01,C06,,,,,,,
000801-00-0466, C01,C07,C04,C06,C03,,,,
000801-00-0496, C01,C08,C03,C07,,,,,
000801-00-0505, C01,C07,C08,C09,,,,,
000801-00-0579, C01,,,,,,,,
000801-00-0600, C01,C08,,,,,,,
000801-00-0626, C01,C03,C09,C04,,,,,
000304-00-0002, C01,C04,C08,C02,C06,,,,
000304-00-0037, C01,,,,,,,,
000304-00-0045, C01,C08,,,,,,,
000304-00-0068, C01,C09,C04,C07,C08,C03,,,
000304-00-0191, C01,C06,C07,,,,,,
000304-00-0236, C01,C03,C02,C04,C08,C09,,,
000304-00-0244, C01,C09,,,,,,,
000304-00-0269, C01,,,,,,,,
000304-00-0281, C01,C08,C04,C02,C07,,,,
000304-00-0287, C01,C02,C04,C08,,,,,
000304-00-0318, C01,C08,C02,C04,,,,,
000304-00-0339, C01,C02,C09,,,,,,
000304-00-0344, C01,C08,C02,C04,,,,,
000304-00-0042, C01,C05,C08,,,,,,
000304-00-0043, C01,C04,,,,,,,
000303-00-0089, C01,C07,,,,,,,
000303-00-0106, C01,C03,C05,C06,C07,,,,
000303-00-0166, C01,C03,C04,C08,C09,C02,,,
000303-00-0256, C01,C03,C05,C06,C07,,,,
000303-00-0458, C01,C06,C09,C08,C04,C07,C02,C03,C05
000303-00-0489, C01,C08,C09,C07,,,,,
000303-00-0511, C01,C03,,,,,,,
000303-00-0620, C01,C07,C06,C04,C08,,,,
000303-00-0655, C01,C07,C03,,,,,,
000303-00-0677, C01,C04,,,,,,,
000303-00-0802, C01,C07,,,,,,,
000303-00-0803, C01,,,,,,,,
000303-00-0838, C01,C08,C05,C02,C09,,,,
000303-00-0898, C01,,,,,,,,
000303-00-0906, C01,C03,C04,C05,C02,,,,
000303-00-0946, C01,C02,C07,C06,C04,C09,C08,C05,C03
000303-00-0955, C01,C07,C09,C02,,,,,
000303-00-0977, C01,C03,C05,C06,C07,C08,C09,C02,
000303-00-1000, C01,C06,C03,,,,,,
001102-00-0029, C01,C08,C03,C05,,,,,
001102-00-0038, C01,C04,C09,C05,C08,C02,,,
001102-00-0040, C01,C07,C09,C04,,,,,
001102-00-0050, C01,C09,C07,C03,C02,C04,,,
001102-00-0057, C01,C03,,,,,,,
001102-00-0063, C01,C03,C06,,,,,,
001102-00-0068, C01,C08,C09,C03,,,,,
001102-00-0079, C01,C08,C09,,,,,,
001102-00-0096, C01,C09,C04,C06,,,,,
001102-00-0107, C01,C04,C08,C09,,,,,
001102-00-0109, C01,,,,,,,,
001102-00-0117, C01,C04,C03,C07,,,,,
001102-00-0138, C01,C03,C07,C06,C05,C08,C04,C09,C02
001102-00-0142, C01,C06,C09,C08,C02,C04,,,
001102-00-0144, C01,C03,C08,C07,C04,C02,,,
001102-00-0157, C01,C03,C07,C08,C05,,,,
001102-00-0180, C01,C03,C09,,,,,,
001102-00-0182, C01,C08,,,,,,,
001102-00-0187, C01,C02,C03,C09,C04,C06,C08,,
001102-00-0223, C01,,,,,,,,
001102-00-0249, C01,C04,C08,C09,C02,,,,
001102-00-0287, C01,C08,C06,C02,C07,C09,,,
001102-00-0288, C01,C08,C02,C03,C06,C05,C04,C09,C07
001102-00-0293, C01,C03,C08,C09,C06,C07,,,
001102-00-0361, C01,C08,C03,,,,,,
001102-00-0370, C01,C02,C08,C09,C03,C05,,,
001102-00-0412, C01,C09,C03,,,,,,
001102-00-0414, C01,C02,C04,,,,,,
001102-00-0440, C01,C03,C08,C07,,,,,
001102-00-0441, C01,C05,C06,C03,C08,C02,C04,C09,C07
001102-00-0450, C01,C08,C03,C04,,,,,
001102-00-0479, C01,C02,,,,,,,
001102-00-0492, C01,C02,,,,,,,
001102-00-0494, C01,C07,C03,C04,C02,,,,
001102-00-0501, C01,C03,C02,C04,C09,C06,C07,C08,C05
001102-00-0510, C01,C09,,,,,,,
001102-00-0514, C01,C08,C02,C04,C09,,,,
001102-00-0526, C01,C03,C06,C07,C08,,,,
001102-00-0564, C01,C06,C03,,,,,,
001102-00-0585, C01,,,,,,,,
001102-00-0588, C01,,,,,,,,
001102-00-0594, C01,C03,C08,,,,,,
001102-00-0595, C01,,,,,,,,
001102-00-0598, C01,,,,,,,,
001102-00-0600, C01,C03,C09,C02,C04,C05,C06,C07,
001102-00-0606, C01,C08,C03,,,,,,
001102-00-0627, C01,C07,C02,C03,,,,,
001102-00-0648, C01,C03,C08,,,,,,
001102-00-0668, C01,C08,C07,C06,,,,,
001102-00-0674, C01,,,,,,,,
001102-00-0685, C01,C03,C08,,,,,,
001102-00-0693, C01,,,,,,,,
001102-00-0697, C01,C03,C05,C06,C07,,,,
001102-00-0728, C01,C02,,,,,,,
001102-00-0769, C01,C08,C03,,,,,,
001102-00-0784, C01,C07,C03,C08,C02,,,,
001102-00-0790, C01,,,,,,,,
001102-00-0799, C01,C03,C02,C04,C07,C09,,,
001102-00-0831, C01,C06,C05,C03,C07,,,,
001102-00-0835, C01,C03,C02,,,,,,
001102-00-0841, C01,C08,,,,,,,
001102-00-0930, C01,C06,,,,,,,
001102-00-0945, C01,C03,C02,C08,C04,,,,
001102-00-0977, C01,C08,C03,C04,C09,,,,
001102-00-0996, C01,C08,,,,,,,
001102-00-1006, C01,C09,C08,C07,C03,C04,,,
001102-00-1007, C01,C03,,,,,,,
001102-00-1038, C01,C02,C08,C07,C03,,,,
001102-00-1044, C01,C09,C08,C04,C02,C03,C05,C06,C07
001102-00-1104, C01,C02,C05,C04,C09,C03,,,
001102-00-1120, C01,,,,,,,,
001102-00-1126, C01,C08,C03,C05,,,,,
001102-00-1128, C01,C08,C03,,,,,,
001102-00-1132, C01,,,,,,,,
001102-00-1137, C01,C03,C02,C09,,,,,
001102-00-1141, C01,C05,C07,,,,,,
001102-00-1147, C01,C03,C07,C08,,,,,
001102-00-1164, C01,C03,C07,C04,C09,C08,,,
001102-00-1166, C01,C05,C07,,,,,,
001102-00-1170, C01,C08,C03,C05,,,,,
001102-00-1191, C01,,,,,,,,
001102-00-1213, C01,C03,C05,C06,C07,,,,
001102-00-1216, C01,,,,,,,,
001102-00-1233, C01,C08,C09,C07,C03,C04,C06,,
001102-00-1235, C01,C03,C07,,,,,,
001102-00-1250, C01,C03,,,,,,,
001102-00-1280, C01,C03,C07,C08,,,,,
001102-00-1329, C01,C02,C08,,,,,,
001102-00-1338, C01,C08,C04,C09,,,,,
001102-00-1359, C01,C02,,,,,,,
001102-00-1369, C01,C03,C08,,,,,,
001102-00-1402, C01,C05,C07,C09,,,,,
001102-00-1404, C01,C07,C08,C06,C09,C04,,,
001102-00-1414, C01,C07,C03,C06,,,,,
001102-00-1430, C01,C08,C03,C04,C06,C07,C05,,
001102-00-1451, C01,C03,C08,C04,C02,,,,
001102-00-1458, C01,C06,,,,,,,
001102-00-1475, C01,C07,,,,,,,
001102-00-1513, C01,C08,C09,C04,C02,C07,C03,,
001102-00-1518, C01,C03,C08,C09,C05,C07,C04,C06,C02
001102-00-1530, C01,C03,C04,C08,C06,,,,
001102-00-1570, C01,C09,,,,,,,
001102-00-1574, C01,C06,C03,C08,,,,,
001102-00-1611, C01,C08,C04,C03,C07,C06,C09,,
001102-00-1612, C01,C05,C04,C02,,,,,
001102-00-1616, C01,C03,C08,C07,C04,C09,,,
001102-00-1630, C01,C07,C04,,,,,,
001102-00-1635, C01,C04,,,,,,,
001102-00-1636, C01,C08,C09,C03,,,,,
001102-00-1638, C01,C08,C03,C05,,,,,
001102-00-1664, C01,C08,,,,,,,
001102-00-1673, C01,C09,C02,,,,,,
001102-00-1678, C01,C03,C07,C09,C05,,,,
001102-00-1680, C01,C07,C03,C09,C05,,,,
001102-00-0075, C01,,,,,,,,
001102-00-0084, C01,C03,C05,C06,C07,,,,
001102-00-0095, C01,C09,C06,,,,,,
001102-00-0100, C01,C03,,,,,,,
001102-00-0103, C01,C09,C08,C07,C04,C03,C02,C05,C06
001002-00-0003, C01,C03,C04,C09,C08,C02,,,
001002-00-0015, C01,C09,C04,,,,,,
001002-00-0016, C01,C05,C07,,,,,,
001002-00-0022, C01,C03,C07,C06,C05,,,,
001002-00-0034, C01,C08,C09,C04,C07,C03,C02,C06,C05
001002-00-0036, C01,C07,C08,C09,C03,C04,C05,,
