ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice
000401-00-0146,C04,C01,C15,C21,,,,,,,,,,,,,,,,,,,
000401-00-0148,C14,C21,C04,C02,,,,,,,,,,,,,,,,,,,
000401-00-0150,C03,C20,C10,C01,C19,C15,C12,,,,,,,,,,,,,,,,
000401-00-0152,C14,C20,C22,C01,,,,,,,,,,,,,,,,,,,
000401-00-0154,C10,C15,C19,,,,,,,,,,,,,,,,,,,,
000401-00-0157,C10,C12,C15,C03,C20,C19,,,,,,,,,,,,,,,,,
000401-00-0158,C14,,,,,,,,,,,,,,,,,,,,,,
000401-00-0160,C01,C19,,,,,,,,,,,,,,,,,,,,,
000401-00-0162,C10,C06,C21,C19,C14,,,,,,,,,,,,,,,,,,
000401-00-0164,C01,C12,C15,,,,,,,,,,,,,,,,,,,,
000401-00-0166,C04,C08,C06,C14,C21,,,,,,,,,,,,,,,,,,
000401-00-0168,C15,C03,C10,C12,C19,C20,C06,C01,,,,,,,,,,,,,,,
000401-00-0169,C01,C14,C19,,,,,,,,,,,,,,,,,,,,
000401-00-0171,C14,C01,C12,C06,C03,C04,C19,,,,,,,,,,,,,,,,
000401-00-0174,C06,C15,C03,C14,C19,C04,,,,,,,,,,,,,,,,,
000401-00-0176,C19,C15,C12,C20,C01,C03,C10,C02,C18,C17,C16,C14,C13,C11,C09,C08,C07,C06,C05,C04,C23,C22,C21
000401-00-0177,C06,C14,C22,C01,C12,C10,C15,C19,C20,C08,C09,C07,C11,,,,,,,,,,
000401-00-0180,C04,C14,C08,C06,,,,,,,,,,,,,,,,,,,
000401-00-0183,C14,C03,C06,C12,C21,C08,C19,C16,C10,,,,,,,,,,,,,,
000401-00-0185,C10,C04,,,,,,,,,,,,,,,,,,,,,
000401-00-0186,C15,C19,C01,C03,C10,C12,C20,,,,,,,,,,,,,,,,
000401-00-0188,C21,C15,C14,C12,C06,C01,C04,C19,,,,,,,,,,,,,,,
000401-00-0189,C10,C15,C19,C12,C21,C01,C02,C20,,,,,,,,,,,,,,,
000401-00-0192,C02,C14,C08,C21,C04,C11,,,,,,,,,,,,,,,,,
000401-00-0194,C19,C03,C01,C10,C12,C02,C20,C15,C14,C21,C08,C13,C16,C17,C18,C22,C23,C04,C05,C06,C07,C09,C11
000401-00-0196,C15,C19,C03,C12,C01,C20,C10,,,,,,,,,,,,,,,,
000401-00-0199,C19,C15,,,,,,,,,,,,,,,,,,,,,
000401-00-0201,C19,C01,C15,C12,C20,C03,C10,,,,,,,,,,,,,,,,
000401-00-0203,C15,C03,C19,,,,,,,,,,,,,,,,,,,,
000401-00-0204,C15,C21,C10,C19,C06,C03,C20,,,,,,,,,,,,,,,,
000401-00-0206,C01,C15,C12,C03,C20,C19,C10,C02,,,,,,,,,,,,,,,
000401-00-0207,C19,C03,C10,C14,C01,C21,C06,C20,C22,C12,C15,,,,,,,,,,,,
000401-00-0209,C14,C15,C06,C12,C05,C09,C16,,,,,,,,,,,,,,,,
000401-00-0210,C02,C14,C04,C06,C15,,,,,,,,,,,,,,,,,,
000401-00-0212,C14,C15,C02,C04,,,,,,,,,,,,,,,,,,,
000401-00-0215,C14,C03,C06,C15,C01,C22,,,,,,,,,,,,,,,,,
000401-00-0216,C04,C08,C19,C20,C15,C10,,,,,,,,,,,,,,,,,
000401-00-0218,C12,C19,C03,C01,C10,C15,C14,C21,C04,C20,C06,C08,C22,C02,C11,C13,,,,,,,
000401-00-0221,C01,C03,C19,C15,C12,C20,C10,,,,,,,,,,,,,,,,
000401-00-0224,C06,C22,C10,C14,C15,C03,,,,,,,,,,,,,,,,,
000401-00-0226,C19,,,,,,,,,,,,,,,,,,,,,,
000401-00-0228,C03,C19,C14,C15,C20,C01,C10,C12,,,,,,,,,,,,,,,
000401-00-0229,C14,C12,C04,,,,,,,,,,,,,,,,,,,,
000401-00-0231,C01,C14,C19,,,,,,,,,,,,,,,,,,,,
000401-00-0233,C01,C19,C15,C12,C20,C10,,,,,,,,,,,,,,,,,
000401-00-0236,C02,C19,C21,C15,C04,,,,,,,,,,,,,,,,,,
000401-00-0237,C14,C06,C22,C21,C02,,,,,,,,,,,,,,,,,,
000401-00-0239,C15,C19,C01,C03,C10,C12,C20,,,,,,,,,,,,,,,,
000401-00-0241,C03,C15,C14,C10,C01,C12,C04,C19,C21,C02,,,,,,,,,,,,,
000401-00-0243,C14,C04,,,,,,,,,,,,,,,,,,,,,
000401-00-0244,C06,C14,C15,C08,C10,C21,C04,C02,C03,C05,C07,C11,C12,C19,C13,C22,C01,C23,C16,C18,C17,C09,C20
000401-00-0245,C06,C15,C19,C21,C01,C02,C03,C16,C17,C18,C22,C23,C04,C05,C07,C08,C09,C10,C11,C12,C13,,
000401-00-0248,C06,C14,C01,C03,,,,,,,,,,,,,,,,,,,
000401-00-0249,C03,C15,C12,C19,C01,C10,C06,,,,,,,,,,,,,,,,
000401-00-0251,C10,C12,C15,C19,C20,C03,C09,C02,,,,,,,,,,,,,,,
000401-00-0254,C03,C14,C06,C15,C19,C20,C22,C01,C02,C12,C10,C23,C13,C08,C11,C05,C09,,,,,,
000401-00-0255,C01,C15,C19,,,,,,,,,,,,,,,,,,,,
000401-00-0258,C06,C14,C22,,,,,,,,,,,,,,,,,,,,
000401-00-0260,C10,C12,C14,C15,C19,C20,C01,C02,C03,,,,,,,,,,,,,,
000401-00-0261,C19,C01,,,,,,,,,,,,,,,,,,,,,
000401-00-0264,C14,C06,C22,C02,C08,C04,,,,,,,,,,,,,,,,,
000401-00-0267,C19,C20,C01,,,,,,,,,,,,,,,,,,,,
000401-00-0268,C12,C01,C19,C15,C03,,,,,,,,,,,,,,,,,,
000401-00-0269,C19,C14,C15,C21,C03,,,,,,,,,,,,,,,,,,
000401-00-0271,C19,C21,C04,,,,,,,,,,,,,,,,,,,,
000401-00-0275,C19,C04,C14,C10,C12,C15,C20,C01,C02,C03,,,,,,,,,,,,,
000401-00-0277,C15,C03,C19,C01,C14,C12,C10,C02,C06,C22,,,,,,,,,,,,,
000401-00-0279,C15,C04,C01,C08,C19,C06,C22,C12,,,,,,,,,,,,,,,
000401-00-0281,C06,C08,C21,C03,C20,C10,C12,C01,C04,C14,C05,C07,C09,C11,C13,C15,C16,C17,C18,C19,C22,C23,C02
000401-00-0283,C14,C06,C01,C17,C04,C19,C18,C15,C16,C03,C07,,,,,,,,,,,,
000401-00-0284,C03,C21,C15,C12,C19,C01,C10,C18,C20,C06,C17,C14,,,,,,,,,,,
000401-00-0286,C01,C19,C16,,,,,,,,,,,,,,,,,,,,
000401-00-0288,C14,C19,C01,,,,,,,,,,,,,,,,,,,,
000401-00-0291,C15,C19,C03,C10,C12,C20,C01,,,,,,,,,,,,,,,,
000401-00-0292,C01,C15,C03,C10,C19,C20,C12,,,,,,,,,,,,,,,,
000401-00-0296,C14,C12,C19,C08,,,,,,,,,,,,,,,,,,,
000401-00-0297,C14,C19,C03,,,,,,,,,,,,,,,,,,,,
000401-00-0299,C19,C20,C15,C14,C12,C10,C03,C02,C01,,,,,,,,,,,,,,
000401-00-0301,C06,C14,C15,C23,,,,,,,,,,,,,,,,,,,
000401-00-0302,C06,C21,C05,C09,C12,,,,,,,,,,,,,,,,,,
000401-00-0304,C19,,,,,,,,,,,,,,,,,,,,,,
000401-00-0305,C12,C20,C01,,,,,,,,,,,,,,,,,,,,
000401-00-0308,C03,C15,C12,C19,C01,C10,,,,,,,,,,,,,,,,,
000401-00-0309,C04,C10,C14,C06,C02,C08,C22,C19,C03,C12,C21,,,,,,,,,,,,
000401-00-0312,C14,C22,C08,C04,C02,,,,,,,,,,,,,,,,,,
000401-00-0314,C14,C06,C22,C04,C18,C08,C02,,,,,,,,,,,,,,,,
000401-00-0316,C08,C02,C04,C14,C21,C22,C06,,,,,,,,,,,,,,,,
000401-00-0317,C01,,,,,,,,,,,,,,,,,,,,,,
000401-00-0320,C01,C15,C02,,,,,,,,,,,,,,,,,,,,
000401-00-0322,C01,C19,C12,C15,C20,C03,,,,,,,,,,,,,,,,,
000401-00-0323,C19,C01,,,,,,,,,,,,,,,,,,,,,
000401-00-0325,C01,C19,C14,C15,C12,C22,C06,C10,C09,C11,C13,C16,C21,C17,C20,C18,C23,C02,C03,C05,C04,C08,C07
000401-00-0327,C19,C01,C03,,,,,,,,,,,,,,,,,,,,
000401-00-0330,C02,C20,,,,,,,,,,,,,,,,,,,,,
000401-00-0331,C11,C08,C21,C05,C06,,,,,,,,,,,,,,,,,,
000401-00-0334,C21,C03,C19,C22,C06,C18,C08,C09,C01,C02,C10,,,,,,,,,,,,
000401-00-0336,C17,C19,C01,C15,C14,,,,,,,,,,,,,,,,,,
000401-00-0338,C12,C15,C19,C04,C01,,,,,,,,,,,,,,,,,,
000401-00-0339,C06,C14,C22,C08,C03,C02,C19,C21,C15,C17,,,,,,,,,,,,,
000401-00-0341,C19,C01,,,,,,,,,,,,,,,,,,,,,
000401-00-0344,C14,,,,,,,,,,,,,,,,,,,,,,
000401-00-0346,C01,C20,C19,C06,,,,,,,,,,,,,,,,,,,
000401-00-0347,C01,C20,,,,,,,,,,,,,,,,,,,,,
000401-00-0349,C01,C19,C15,C12,C14,C04,C03,,,,,,,,,,,,,,,,
000401-00-0350,C20,C14,C03,,,,,,,,,,,,,,,,,,,,
000401-00-0353,C10,C14,C21,C15,C18,C04,C13,,,,,,,,,,,,,,,,
000401-00-0355,C14,C06,C22,C11,C02,,,,,,,,,,,,,,,,,,
000401-00-0357,C10,C04,C01,C06,,,,,,,,,,,,,,,,,,,
000401-00-0358,C01,C19,,,,,,,,,,,,,,,,,,,,,
000401-00-0361,C14,C06,C02,C08,C04,C19,,,,,,,,,,,,,,,,,
000401-00-0362,C01,C19,C03,C12,C15,C22,,,,,,,,,,,,,,,,,
000401-00-0365,C14,C22,C06,C02,C21,C11,C23,C07,C19,C03,C04,C15,,,,,,,,,,,
000401-00-0366,C08,C10,C03,C02,C21,C20,C19,C15,C14,,,,,,,,,,,,,,
000401-00-0368,C01,C19,C02,C03,C22,C08,C14,C15,C10,,,,,,,,,,,,,,
000401-00-0369,C04,C02,C08,C22,C14,C21,C11,C06,,,,,,,,,,,,,,,
000401-00-0371,C19,C10,C15,C01,C22,C20,,,,,,,,,,,,,,,,,
000401-00-0373,C19,C01,C15,C10,C12,C20,C03,,,,,,,,,,,,,,,,
000401-00-0375,C19,C01,C15,C12,C03,C21,C10,C20,C13,,,,,,,,,,,,,,
000401-00-0377,C19,C18,C20,C21,C22,C23,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17
000401-00-0379,C01,C19,C02,,,,,,,,,,,,,,,,,,,,
000401-00-0382,C19,C02,C14,C12,C11,C10,C22,C21,C20,C17,C15,C09,C08,C06,,,,,,,,,
000401-00-0383,C14,C12,C10,,,,,,,,,,,,,,,,,,,,
000401-00-0385,C20,C19,C21,C22,C23,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18
000401-00-0386,C15,C02,C14,C04,C22,C09,,,,,,,,,,,,,,,,,
000401-00-0389,C04,C02,C08,C22,C14,C15,C10,,,,,,,,,,,,,,,,
000401-00-0390,C21,C11,C18,C07,C05,C06,,,,,,,,,,,,,,,,,
000401-00-0392,C04,C02,C08,C14,C22,C06,,,,,,,,,,,,,,,,,
000401-00-0395,C04,C02,C08,C14,C05,C21,,,,,,,,,,,,,,,,,
000401-00-0396,C11,C07,C12,C09,C23,C06,C21,,,,,,,,,,,,,,,,
000401-00-0398,C01,C15,C19,C20,C12,C03,,,,,,,,,,,,,,,,,
000401-00-0400,C10,C15,C02,C14,,,,,,,,,,,,,,,,,,,
000401-00-0402,C10,C12,C15,C03,,,,,,,,,,,,,,,,,,,
000401-00-0405,C01,,,,,,,,,,,,,,,,,,,,,,
000401-00-0407,C19,C03,C01,,,,,,,,,,,,,,,,,,,,
000401-00-0409,C17,C18,C19,C20,C21,C01,C03,C04,C10,C11,C14,,,,,,,,,,,,
000401-00-0411,C02,C21,C14,C04,,,,,,,,,,,,,,,,,,,
000401-00-0412,C14,C06,C08,C22,C03,,,,,,,,,,,,,,,,,,
000401-00-0415,C04,C02,C08,C14,C21,C22,C06,C23,,,,,,,,,,,,,,,
000401-00-0416,C14,C08,C06,C22,C03,,,,,,,,,,,,,,,,,,
000401-00-0419,C19,C10,,,,,,,,,,,,,,,,,,,,,
000401-00-0420,C14,C06,C21,,,,,,,,,,,,,,,,,,,,
000401-00-0422,C14,C08,C02,C22,C04,,,,,,,,,,,,,,,,,,
000401-00-0424,C19,C01,C22,C10,C15,C03,C02,C20,C12,,,,,,,,,,,,,,
000401-00-0426,C10,C19,C14,C15,C21,,,,,,,,,,,,,,,,,,
000401-00-0429,C02,C08,C14,C19,,,,,,,,,,,,,,,,,,,
000401-00-0431,C19,C20,C03,C15,C12,C01,C10,C21,C06,C14,C16,C17,C11,C08,C09,C05,C04,C02,C23,C22,,,
000401-00-0433,C15,C19,C21,C06,C01,,,,,,,,,,,,,,,,,,
000401-00-0435,C20,C15,C14,C16,C01,C03,,,,,,,,,,,,,,,,,
000401-00-0437,C12,,,,,,,,,,,,,,,,,,,,,,
000401-00-0438,C01,C19,,,,,,,,,,,,,,,,,,,,,
000401-00-0440,C03,C15,C12,C01,C19,C14,C05,C10,C06,C02,C09,C20,C21,C22,C23,C08,C18,C07,C13,C17,C04,C16,C11
000401-00-0442,C03,C15,C12,C01,C19,C14,C05,C10,C06,C02,C09,C20,C21,C22,C23,C08,C18,C07,C13,C17,C04,C16,C11
000401-00-0445,C12,C19,C10,C01,C03,C15,C20,C06,C07,C18,C21,C23,,,,,,,,,,,
000401-00-0446,C13,C15,C12,,,,,,,,,,,,,,,,,,,,
000401-00-0448,C15,C01,C12,,,,,,,,,,,,,,,,,,,,
000401-00-0450,C03,C15,C21,C10,C19,C20,C12,C06,C01,C04,C08,C17,C02,C13,,,,,,,,,
000401-00-0451,C08,C22,C04,C14,C01,C23,C16,C02,C11,,,,,,,,,,,,,,
000401-00-0454,C15,C01,C12,,,,,,,,,,,,,,,,,,,,
000401-00-0455,C13,,,,,,,,,,,,,,,,,,,,,,
000401-00-0458,C19,C03,C12,C15,,,,,,,,,,,,,,,,,,,
000401-00-0459,C19,C15,C03,C01,C22,C06,C20,C02,,,,,,,,,,,,,,,
000401-00-0461,C01,C15,C19,,,,,,,,,,,,,,,,,,,,
000401-00-0462,C01,C19,C14,C12,,,,,,,,,,,,,,,,,,,
000401-00-0464,C19,C01,C15,C03,,,,,,,,,,,,,,,,,,,
000401-00-0466,C03,C06,C21,C15,C14,C19,C10,,,,,,,,,,,,,,,,
000401-00-0468,C19,C20,C03,C12,C15,C14,C13,,,,,,,,,,,,,,,,
000401-00-0471,C01,C15,C02,C19,C21,C03,C10,,,,,,,,,,,,,,,,
000401-00-0473,C15,C01,C12,C20,C03,C19,,,,,,,,,,,,,,,,,
000401-00-0475,C15,C09,C17,C18,C21,C22,C04,C05,C06,C07,C08,,,,,,,,,,,,
000401-00-0476,C19,C15,C16,C20,C01,C04,C23,C10,C11,C14,C13,C09,C07,C08,C05,C03,C22,C21,C18,C17,C12,C06,C02
000401-00-0479,C12,C19,C20,C15,,,,,,,,,,,,,,,,,,,
000401-00-0480,C19,C02,C15,C16,C21,C23,C03,,,,,,,,,,,,,,,,
000401-00-0483,C19,C02,C20,C21,C12,C03,C13,C14,C15,C16,C17,C18,,,,,,,,,,,
000401-00-0485,C19,C15,C01,C20,C14,C03,C02,C06,C10,C12,C21,C22,,,,,,,,,,,
000401-00-0487,C12,C01,C19,C02,C20,,,,,,,,,,,,,,,,,,
000401-00-0489,C03,C19,C02,C01,C10,,,,,,,,,,,,,,,,,,
000401-00-0491,C10,C14,C01,,,,,,,,,,,,,,,,,,,,
000401-00-0492,C19,C01,C15,C12,,,,,,,,,,,,,,,,,,,
000401-00-0495,C01,C19,C22,C23,,,,,,,,,,,,,,,,,,,
000401-00-0496,C15,C19,C01,C02,C03,C20,C14,C12,C10,C04,C05,C09,,,,,,,,,,,
000401-00-0499,C15,C10,C19,C20,C01,C12,C04,C02,,,,,,,,,,,,,,,
000401-00-0501,C03,C02,C01,,,,,,,,,,,,,,,,,,,,
000401-00-0503,C02,C14,C04,C22,C08,C06,,,,,,,,,,,,,,,,,
000401-00-0505,C15,C06,C19,C21,C03,C14,,,,,,,,,,,,,,,,,
000401-00-0506,C10,C15,C12,C19,C03,C01,,,,,,,,,,,,,,,,,
000401-00-0509,C15,C21,C19,,,,,,,,,,,,,,,,,,,,
000401-00-0511,C15,,,,,,,,,,,,,,,,,,,,,,
000401-00-0512,C20,,,,,,,,,,,,,,,,,,,,,,
000401-00-0515,C06,C21,C01,C14,C18,C22,C10,,,,,,,,,,,,,,,,
000401-00-0516,C01,C12,C15,C19,,,,,,,,,,,,,,,,,,,
000401-00-0519,C01,C15,C21,C19,,,,,,,,,,,,,,,,,,,
000401-00-0520,C06,C14,C01,,,,,,,,,,,,,,,,,,,,
000401-00-0523,C14,C06,C22,C02,C08,C04,,,,,,,,,,,,,,,,,
000401-00-0525,C15,C19,C03,,,,,,,,,,,,,,,,,,,,
000401-00-0527,C15,C19,C01,C03,C10,C20,C12,,,,,,,,,,,,,,,,
000401-00-0528,C15,C19,C01,,,,,,,,,,,,,,,,,,,,
000401-00-0530,C20,C15,C13,C01,,,,,,,,,,,,,,,,,,,
000401-00-0531,C14,C03,C05,C08,C23,C07,C11,,,,,,,,,,,,,,,,
000401-00-0533,C12,C20,C15,C21,C19,C02,C03,C10,C08,,,,,,,,,,,,,,
000401-00-0535,C21,C14,C02,C04,C10,C22,C01,C03,,,,,,,,,,,,,,,
000401-00-0537,C06,C14,C02,C22,C12,C19,C08,C03,C21,C15,C04,C07,C11,C17,C23,C20,C13,C16,C09,C05,C01,C10,C18
000401-00-0538,C10,C21,C14,,,,,,,,,,,,,,,,,,,,
000401-00-0540,C15,C03,C12,C01,C10,C02,,,,,,,,,,,,,,,,,
000401-00-0542,C14,C02,C04,,,,,,,,,,,,,,,,,,,,
000401-00-0544,C15,C03,C12,,,,,,,,,,,,,,,,,,,,
000401-00-0546,C14,C22,C07,,,,,,,,,,,,,,,,,,,,
000401-00-0547,C08,C02,C14,C04,C22,C21,C19,,,,,,,,,,,,,,,,
000401-00-0550,C19,C01,C02,C12,C15,,,,,,,,,,,,,,,,,,
000401-00-0552,C19,C01,C22,C12,,,,,,,,,,,,,,,,,,,
000401-00-0555,C15,C16,C17,,,,,,,,,,,,,,,,,,,,
000401-00-0556,C10,C12,C14,C16,C19,C20,C01,C02,C03,,,,,,,,,,,,,,
000401-00-0558,C08,C16,C04,,,,,,,,,,,,,,,,,,,,
000401-00-0561,C19,C01,C03,,,,,,,,,,,,,,,,,,,,
000401-00-0562,C15,C21,C01,C02,C19,C03,C12,C10,C14,C20,C04,C08,,,,,,,,,,,
000401-00-0565,C12,C01,C15,C20,C19,,,,,,,,,,,,,,,,,,
000401-00-0567,C12,C01,C20,C15,C19,,,,,,,,,,,,,,,,,,
000401-00-0569,C04,C06,C14,C08,C05,C22,C07,C09,C11,C13,C16,C17,C18,C21,C23,C02,,,,,,,
000401-00-0571,C01,C19,C10,,,,,,,,,,,,,,,,,,,,
000401-00-0573,C19,C20,C23,C01,C02,C03,C10,C12,C13,C14,C04,C22,C16,C17,C08,C05,C07,C09,C15,C06,C18,C21,
000401-00-0574,C19,C01,C03,C14,C18,C11,C07,C21,C12,C04,C05,C06,C08,C09,C13,C15,C17,C20,C22,,,,
000401-00-0576,C15,,,,,,,,,,,,,,,,,,,,,,
000401-00-0579,C03,C15,C10,C20,C19,C21,C06,C12,C07,,,,,,,,,,,,,,
000401-00-0580,C19,C15,C20,C12,C03,C01,C10,C16,,,,,,,,,,,,,,,
000401-00-0583,C04,C08,C15,C19,C01,C10,,,,,,,,,,,,,,,,,
000401-00-0584,C14,C15,C11,,,,,,,,,,,,,,,,,,,,
000401-00-0586,C20,C01,C15,,,,,,,,,,,,,,,,,,,,
000401-00-0589,C01,C15,C19,,,,,,,,,,,,,,,,,,,,
000401-00-0592,C01,C03,C19,C15,C13,C12,,,,,,,,,,,,,,,,,
000401-00-0594,C10,C12,C15,C19,C04,C05,,,,,,,,,,,,,,,,,
000401-00-0595,C15,C12,C20,C23,C02,C05,C07,C09,C10,,,,,,,,,,,,,,
000401-00-0597,C19,,,,,,,,,,,,,,,,,,,,,,
000401-00-0598,C19,,,,,,,,,,,,,,,,,,,,,,
000401-00-0600,C15,C19,C01,C14,,,,,,,,,,,,,,,,,,,
000401-00-0602,C14,C19,C21,C18,,,,,,,,,,,,,,,,,,,
000401-00-0605,C20,C19,C12,,,,,,,,,,,,,,,,,,,,
000401-00-0606,C06,C04,C14,C02,C08,C22,,,,,,,,,,,,,,,,,
000401-00-0608,C06,C14,C04,C02,,,,,,,,,,,,,,,,,,,
000401-00-0610,C14,C06,C22,,,,,,,,,,,,,,,,,,,,
000401-00-0613,C14,C04,C08,C22,C02,,,,,,,,,,,,,,,,,,
000401-00-0614,C01,C19,,,,,,,,,,,,,,,,,,,,,
000401-00-0616,C19,C15,C01,C20,C13,,,,,,,,,,,,,,,,,,
000401-00-0620,C01,C20,,,,,,,,,,,,,,,,,,,,,
000401-00-0622,C14,C06,C22,C17,C12,C18,C15,,,,,,,,,,,,,,,,
000401-00-0624,C01,C15,C10,C12,C21,,,,,,,,,,,,,,,,,,
000401-00-0625,C14,C19,C16,C22,C01,C12,C13,C07,C15,C02,C17,C06,C05,,,,,,,,,,
000401-00-0627,C15,C03,C01,C19,C20,C12,C10,C21,,,,,,,,,,,,,,,
000401-00-0628,C22,C01,C19,C20,C12,C15,C21,C05,C03,,,,,,,,,,,,,,
000401-00-0631,C10,C15,C02,C01,C19,C21,C11,,,,,,,,,,,,,,,,
000401-00-0633,C12,,,,,,,,,,,,,,,,,,,,,,
000401-00-0635,C01,C20,C15,C19,,,,,,,,,,,,,,,,,,,
000401-00-0637,C14,C06,C19,,,,,,,,,,,,,,,,,,,,
000401-00-0639,C14,C19,C04,C01,C06,C17,,,,,,,,,,,,,,,,,
000401-00-0641,C01,C19,,,,,,,,,,,,,,,,,,,,,
000401-00-0643,C01,C05,C08,C20,C15,C14,,,,,,,,,,,,,,,,,
000401-00-0645,C19,C15,C01,C20,,,,,,,,,,,,,,,,,,,
000401-00-0647,C01,C19,C15,C04,,,,,,,,,,,,,,,,,,,
000401-00-0649,C15,C10,C01,C19,C12,C20,C02,,,,,,,,,,,,,,,,
000401-00-0651,C02,C11,C16,C17,,,,,,,,,,,,,,,,,,,
000401-00-0653,C02,C14,C21,C04,,,,,,,,,,,,,,,,,,,
000401-00-0654,C02,C14,C04,C21,C16,,,,,,,,,,,,,,,,,,
000401-00-0656,C19,C12,C15,C01,C04,C03,C10,C20,,,,,,,,,,,,,,,
000401-00-0658,C15,C01,C19,,,,,,,,,,,,,,,,,,,,
000401-00-0659,C04,C21,C14,C19,C03,,,,,,,,,,,,,,,,,,
000401-00-0660,C15,C03,C01,C19,C10,C12,C20,C21,,,,,,,,,,,,,,,
000401-00-0663,C21,C02,C04,C16,,,,,,,,,,,,,,,,,,,
000401-00-0666,C15,C19,C10,C21,C01,C20,,,,,,,,,,,,,,,,,
000401-00-0668,C10,,,,,,,,,,,,,,,,,,,,,,
000401-00-0669,C19,C01,C12,C20,C15,C03,C10,,,,,,,,,,,,,,,,
000401-00-0672,C06,C14,C22,,,,,,,,,,,,,,,,,,,,
000401-00-0673,C15,C06,C21,C19,,,,,,,,,,,,,,,,,,,
000401-00-0675,C02,C14,C04,C08,C22,,,,,,,,,,,,,,,,,,
000401-00-0679,C06,C04,C02,C08,C22,C14,C01,C19,C10,C21,C15,C12,,,,,,,,,,,
000401-00-0680,C14,,,,,,,,,,,,,,,,,,,,,,
000401-00-0682,C14,C06,C02,C22,C21,C10,,,,,,,,,,,,,,,,,
000401-00-0685,C22,C14,C06,C03,C04,C08,C02,C19,,,,,,,,,,,,,,,
000401-00-0686,C20,C18,C06,C15,,,,,,,,,,,,,,,,,,,
000401-00-0688,C14,,,,,,,,,,,,,,,,,,,,,,
000401-00-0690,C19,,,,,,,,,,,,,,,,,,,,,,
000401-00-0692,C15,C21,C22,C10,C12,,,,,,,,,,,,,,,,,,
000401-00-0693,C14,C06,C18,,,,,,,,,,,,,,,,,,,,
000401-00-0695,C14,C19,,,,,,,,,,,,,,,,,,,,,
000401-00-0697,C14,,,,,,,,,,,,,,,,,,,,,,
000401-00-0700,C14,C06,C19,C01,,,,,,,,,,,,,,,,,,,
000401-00-0701,C10,,,,,,,,,,,,,,,,,,,,,,
000401-00-0704,C19,C15,C12,C01,,,,,,,,,,,,,,,,,,,
000401-00-0706,C15,C19,C12,C03,C01,,,,,,,,,,,,,,,,,,
000401-00-0707,C19,C15,,,,,,,,,,,,,,,,,,,,,
000401-00-0708,C14,C06,C22,C15,C04,C02,C19,C08,C21,,,,,,,,,,,,,,
000401-00-0710,C14,C23,C04,,,,,,,,,,,,,,,,,,,,
000401-00-0712,C21,C01,C08,C10,,,,,,,,,,,,,,,,,,,
000401-00-0716,C01,C21,C22,C13,,,,,,,,,,,,,,,,,,,
000401-00-0718,C14,C02,C08,C21,C04,C22,C10,C11,C23,,,,,,,,,,,,,,
000401-00-0719,C02,C14,C08,C04,C10,C12,C21,C15,,,,,,,,,,,,,,,
000401-00-0721,C14,C19,C03,,,,,,,,,,,,,,,,,,,,
000401-00-0722,C19,C01,C03,C14,,,,,,,,,,,,,,,,,,,
000401-00-0725,C19,C21,C15,,,,,,,,,,,,,,,,,,,,
000401-00-0728,C14,C02,C21,C08,C04,C23,C10,C11,,,,,,,,,,,,,,,
000401-00-0729,C15,C04,C02,C14,C08,C22,C09,,,,,,,,,,,,,,,,
000401-00-0733,C01,C19,C15,C12,C03,,,,,,,,,,,,,,,,,,
000401-00-0735,C02,C14,C04,C10,C01,C08,C06,C03,C05,,,,,,,,,,,,,,
000401-00-0736,C02,C14,C04,C10,C01,C08,C06,C03,C05,,,,,,,,,,,,,,
000401-00-0738,C02,C19,C01,C15,C14,C22,C21,C04,C06,,,,,,,,,,,,,,
000401-00-0740,C01,C15,C19,C20,C03,C12,C21,C22,,,,,,,,,,,,,,,
000401-00-0743,C01,C12,C10,C14,C19,,,,,,,,,,,,,,,,,,
000401-00-0744,C01,C20,C19,C12,,,,,,,,,,,,,,,,,,,
000401-00-0746,C19,C01,C15,C10,C12,C20,C03,,,,,,,,,,,,,,,,
000401-00-0748,C01,C15,C19,C12,C10,,,,,,,,,,,,,,,,,,
000401-00-0749,C18,C14,C22,C06,C21,C11,,,,,,,,,,,,,,,,,
000401-00-0751,C12,,,,,,,,,,,,,,,,,,,,,,
000401-00-0753,C15,C21,C10,C19,C03,C06,C20,C01,,,,,,,,,,,,,,,
000401-00-0755,C01,C19,C04,C12,C03,C10,C16,C20,,,,,,,,,,,,,,,
000401-00-0757,C01,C12,C20,C03,C13,C02,C14,C15,C19,C16,C17,C18,C21,C23,C22,C04,C05,C07,C06,C08,C09,C10,C11
000401-00-0760,C19,C03,C12,C15,C14,C10,C02,C01,C17,C20,C21,,,,,,,,,,,,
000401-00-0762,C15,C19,C04,C12,C02,,,,,,,,,,,,,,,,,,
000401-00-0763,C19,C02,C03,C14,,,,,,,,,,,,,,,,,,,
000401-00-0766,C14,C15,C19,C21,C22,C23,C01,C02,C03,C04,,,,,,,,,,,,,
000401-00-0767,C03,C01,C15,C21,,,,,,,,,,,,,,,,,,,
